pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate
17029|42,5|schwarz|Nike|279.33|1|2|3|2|2017-10-01
17029|43|schwarz|Nike|279.33|1|2|3|2|2017-10-01
17029|44|schwarz|Nike|279.33|1|2|3|7|2017-10-01
17029|44,5|schwarz|Nike|279.33|1|2|3|3|2017-10-01
17029|45|schwarz|Nike|279.33|1|2|3|2|2017-10-01
17029|45,5|schwarz|Nike|279.33|1|2|3|1|2017-10-01
17029|46|schwarz|Nike|279.33|1|2|3|2|2017-10-01
17029|47|schwarz|Nike|279.33|1|2|3|2|2017-10-01
17029|47,5|schwarz|Nike|279.33|1|2|3|1|2017-10-01
17030|M|gelb|Nike|31.68|1|7|21|1|2017-10-01
17030|XL|gelb|Nike|31.68|1|7|21|1|2017-10-01
17035|L|gruen|Nike|101.53|9|10|35|1|2017-12-05
17035|M|gruen|Nike|101.53|9|10|35|3|2017-12-05
17035|S|gruen|Nike|101.53|9|10|35|2|2017-12-05
17037|43|orange|Nike|114.23|1|2|5|1|2017-10-01
17037|45,5|orange|Nike|114.23|1|2|5|1|2017-10-01
17039|M|schwarz|Jako|76.13|1|7|20|1|2017-10-01
17045|L|rot|adidas|25.33|1|7|21|1|2017-10-01
17045|M|rot|adidas|25.33|1|7|21|1|2017-10-01
17046|2 ( 37-39 )|blau|adidas|8.82|1|7|12|3|2017-10-01
17046|4 ( 43-45 )|blau|adidas|8.82|1|7|12|7|2017-10-01
17050|2XL|schwarz|Nike|25.33|1|7|25|6|2017-10-01
17050|L|schwarz|Nike|25.33|1|7|25|22|2017-10-01
17050|M|schwarz|Nike|25.33|1|7|25|2|2017-10-01
17050|S|schwarz|Nike|25.33|1|7|25|23|2017-10-01
17050|XL|schwarz|Nike|25.33|1|7|25|9|2017-10-01
17052|S ( 128-140 )|rot|Nike|25.33|1|7|8|1|2017-10-01
17058|M|schwarz|Reusch|38.03|1|7|17|1|2017-10-01
17061|L ( 152-158 )|weiss|Nike|50.73|1|7|14|1|2017-11-22
17061|XL ( 158-170 )|weiss|Nike|50.73|1|7|14|3|2017-11-22
17062|42,5|blau|Nike|222.18|1|2|5|1|2017-10-01
17062|45,5|blau|Nike|222.18|1|2|5|1|2017-10-01
17066|3 ( 40-42 )|weiss|adidas|22.79|9|10|11|1|2017-10-01
17067|S|grau|Jako|38.03|1|7|16|1|2017-10-01
17069|152|schwarz|adidas|38.03|1|7|16|1|2017-10-23
17069|164|schwarz|adidas|38.03|1|7|16|2|2017-10-23
17075|L|rot|Nike|50.73|1|7|14|4|2017-11-21
17075|M|rot|Nike|50.73|1|7|14|4|2017-11-21
17075|XL|rot|Nike|50.73|1|7|14|5|2017-11-21
17076|43 1/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
17076|44 2/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
17076|45 1/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
17076|46 2/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
17077|43|weiss|Nike|88.83|1|2|3|1|2017-10-01
17079|M ( 38/40 )|beige|Nike|69.78|9|10|14|2|2017-10-01
17079|S ( 34/36 )|beige|Nike|69.78|9|10|14|1|2017-10-01
17085|M (38 - 42)|schwarz|Stance|20.25|9|10|11|1|2017-10-01
17087|2 ( 31-34 )|blau|Jako|10.09|1|7|13|1|2017-10-01
17087|4 ( 39-42 )|blau|Jako|10.09|1|7|13|2|2017-10-01
17087|5 ( 43-46 )|blau|Jako|10.09|1|7|13|27|2017-10-01
17087|6 ( 47-50 )|blau|Jako|10.09|1|7|13|1|2017-10-01
17088|L|grau|Nike|76.13|9|10|35|5|2017-10-01
17088|M|grau|Nike|76.13|9|10|35|3|2017-10-01
17089|L ( 152-158 )|rot|Nike|27.87|1|7|21|1|2017-10-01
17095|42|rosa|PUMA|95.18|1|2|3|1|2017-10-01
17095|45|rosa|PUMA|95.18|1|2|3|1|2017-10-01
17097|42,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
17097|43|schwarz|Nike|177.73|9|18|32|1|2017-10-01
17097|45,5|schwarz|Nike|177.73|9|18|32|2|2017-10-01
17100|2XL|schwarz|adidas|29.14|1|7|8|1|2017-10-01
17101|L|schwarz|Hummel|38.03|1|7|21|1|2017-10-01
17101|M|schwarz|Hummel|38.03|1|7|21|1|2017-10-01
17103|140|rot|adidas|25.33|15|16||2|2017-10-01
17103|152|rot|adidas|25.33|15|16||1|2017-10-01
17103|164|rot|adidas|25.33|15|16||1|2017-10-01
17103|176|rot|adidas|25.33|15|16||2|2017-10-01
17104|45|schwarz|Nike|152.33|9|18|32|1|2017-10-01
17110|45 1/3|weiss|adidas|152.33|1|2|3|1|2017-10-01
17110|46|weiss|adidas|152.33|1|2|3|1|2017-10-01
17123|44|gruen|adidas|380.93|1|2|3|1|2017-10-01
17123|45 1/3|gruen|adidas|380.93|1|2|3|1|2017-10-01
17124|41|rot|Nike|279.33|1|2|3|1|2017-10-01
17124|42|rot|Nike|279.33|1|2|3|1|2017-10-01
17124|42,5|rot|Nike|279.33|1|2|3|4|2017-10-01
17124|43|rot|Nike|279.33|1|2|3|2|2017-10-01
17124|44|rot|Nike|279.33|1|2|3|3|2017-10-01
17124|44,5|rot|Nike|279.33|1|2|3|2|2017-10-01
17124|45|rot|Nike|279.33|1|2|3|1|2017-10-01
17124|45,5|rot|Nike|279.33|1|2|3|6|2017-10-01
17124|46|rot|Nike|279.33|1|2|3|5|2017-10-01
17124|47|rot|Nike|279.33|1|2|3|3|2017-10-01
17124|47,5|rot|Nike|279.33|1|2|3|1|2017-10-01
17124|48,5|rot|Nike|279.33|1|2|3|1|2017-10-01
17126|L ( 152-158 )|weiss|Nike|31.68|9|10|25|1|2017-10-01
17127|37,5|rosa|Nike|126.93|9|37|32|1|2017-10-01
17129|M|blau|PUMA|50.73|1|7|14|1|2017-10-01
17130|2|blau|PUMA|7.55|1|7|12|1|2017-10-01
17131|L ( 40/42 )|grau|Nike|31.68|15|30||1|2017-10-01
17131|M ( 38/40 )|grau|Nike|31.68|15|30||3|2017-10-01
17132|L|schwarz|Nike|38.03|1|7|21|1|2017-10-01
17132|M|schwarz|Nike|38.03|1|7|21|1|2017-10-01
17136|39|schwarz|Nike|82.48|1|2|39|1|2017-10-01
17136|41|schwarz|Nike|82.48|1|2|39|1|2017-10-01
17136|42|schwarz|Nike|82.48|1|2|39|1|2017-10-01
17136|42,5|schwarz|Nike|82.48|1|2|39|1|2017-10-01
17136|43|schwarz|Nike|82.48|1|2|39|2|2017-10-01
17136|44|schwarz|Nike|82.48|1|2|39|1|2017-10-01
17136|44,5|schwarz|Nike|82.48|1|2|39|2|2017-10-01
17136|45|schwarz|Nike|82.48|1|2|39|2|2017-10-01
17136|45,5|schwarz|Nike|82.48|1|2|39|3|2017-10-01
17139|44|schwarz|Diadora|126.93|1|2|3|1|2017-10-01
17139|44,5|schwarz|Diadora|126.93|1|2|3|1|2017-10-01
17140|41 1/3|schwarz|adidas|165.03|1|2|5|3|2017-10-01
17140|42|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17140|42 2/3|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17140|43 1/3|schwarz|adidas|165.03|1|2|5|2|2017-10-01
17140|44|schwarz|adidas|165.03|1|2|5|3|2017-10-01
17140|44 2/3|schwarz|adidas|165.03|1|2|5|3|2017-10-01
17140|45 1/3|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17140|47 1/3|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17140|48|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17140|48 2/3|schwarz|adidas|165.03|1|2|5|1|2017-10-01
17141|42|blau|Nike|82.48|1|2|39|1|2017-10-01
17141|43|blau|Nike|82.48|1|2|39|1|2017-10-01
17141|44|blau|Nike|82.48|1|2|39|1|2017-10-01
17141|44,5|blau|Nike|82.48|1|2|39|1|2017-10-01
17141|45,5|blau|Nike|82.48|1|2|39|1|2017-10-01
17143|44 2/3|weiss|adidas|126.93|9|18|32|1|2017-10-01
17147|2 ( 37-39 )|blau|adidas|10.09|1|7|13|1|2017-10-18
17147|4 ( 43-45 )|blau|adidas|10.09|1|7|13|2|2017-10-18
17147|5 ( 46-48 )|blau|adidas|10.09|1|7|13|1|2017-10-18
17148|116|gelb|adidas|63.43|1|7|31|5|2017-10-01
17148|152|gelb|adidas|63.43|1|7|31|8|2017-10-01
17148|164|gelb|adidas|63.43|1|7|31|2|2017-10-01
17149|L|schwarz|Erima|57.08|1|7|16|1|2017-10-01
17152|S|schwarz|adidas|57.08|1|7|16|1|2017-10-01
17153|L|rot|Jako|31.68|15|16||2|2017-10-01
17153|M|rot|Jako|31.68|15|16||2|2017-10-01
17153|S|rot|Jako|31.68|15|16||1|2017-10-01
17155|3 ( 39-42 )|gelb|PUMA|10.09|1|7|13|14|2017-11-20
17156|42|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|42,5|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|43|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|44|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|44,5|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|45|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|45,5|rot|Nike|126.93|1|2|6|1|2017-10-01
17156|46|rot|Nike|126.93|1|2|6|1|2017-10-01
17158|L ( 152-158 )|schwarz|Nike|44.38|1|7|20|5|2017-10-01
17158|S ( 128-140 )|schwarz|Nike|44.38|1|7|20|1|2017-10-01
17158|XL ( 158-170 )|schwarz|Nike|44.38|1|7|20|5|2017-10-01
17161|42,5|schwarz|Under Armour|152.33|1|2|3|1|2017-10-01
17161|44,5|schwarz|Under Armour|152.33|1|2|3|1|2017-10-01
17161|45,5|schwarz|Under Armour|152.33|1|2|3|2|2017-10-01
17162|42|schwarz|Nike|228.53|1|2|39|1|2017-10-01
17162|42,5|schwarz|Nike|228.53|1|2|39|2|2017-10-01
17162|45,5|schwarz|Nike|228.53|1|2|39|1|2017-10-01
17164|44|schwarz|Nike|126.93|1|2|4|1|2017-10-01
17164|45|schwarz|Nike|126.93|1|2|4|1|2017-10-01
17164|47|schwarz|Nike|126.93|1|2|4|2|2017-10-01
17165|42,5|schwarz|New Balance|126.93|9|18|32|1|2017-10-01
17171|M|grau|Nike|57.08|9|10|14|1|2017-10-01
17171|S|grau|Nike|57.08|9|10|14|1|2017-10-01
17171|XL|grau|Nike|57.08|9|10|14|1|2017-10-01
17173|2XL|schwarz|adidas|31.68|15|16||1|2017-10-01
17173|L|schwarz|adidas|31.68|15|16||1|2017-10-01
17173|M|schwarz|adidas|31.68|15|16||6|2017-10-01
17173|S|schwarz|adidas|31.68|15|16||31|2017-10-01
17173|XL|schwarz|adidas|31.68|15|16||1|2017-10-01
17175|41|orange|Nike|317.43|1|2|39|2|2017-10-01
17175|42|orange|Nike|317.43|1|2|39|1|2017-10-01
17175|42,5|orange|Nike|317.43|1|2|39|1|2017-10-01
17175|44,5|orange|Nike|317.43|1|2|39|1|2017-10-01
17179|S ( 34/36 )|grau|Nike|38.03|9|10|35|1|2017-10-01
17180|2XL|schwarz|adidas|50.73|1|7|20|2|2017-10-01
17180|XL|schwarz|adidas|50.73|1|7|20|1|2017-10-01
17181|38|schwarz|Nike|95.18|9|37|32|1|2017-10-01
17181|38,5|schwarz|Nike|95.18|9|37|32|1|2017-10-01
17182|XL|rot|Nike|69.78|1|7|14|1|2017-10-01
17189|40|schwarz|Nike|368.23|1|2|3|1|2017-10-01
17189|40,5|schwarz|Nike|368.23|1|2|3|2|2017-10-01
17189|41|schwarz|Nike|368.23|1|2|3|3|2017-10-01
17189|42|schwarz|Nike|368.23|1|2|3|5|2017-10-01
17189|42,5|schwarz|Nike|368.23|1|2|3|1|2017-10-01
17189|43|schwarz|Nike|368.23|1|2|3|3|2017-10-01
17189|44|schwarz|Nike|368.23|1|2|3|6|2017-10-01
17189|45|schwarz|Nike|368.23|1|2|3|8|2017-10-01
17189|45,5|schwarz|Nike|368.23|1|2|3|1|2017-10-01
17189|46|schwarz|Nike|368.23|1|2|3|3|2017-10-01
17189|47|schwarz|Nike|368.23|1|2|3|1|2017-10-01
17193|L|schwarz|Nike|38.03|1|7|21|1|2017-10-01
17193|M|schwarz|Nike|38.03|1|7|21|2|2017-10-01
17195|39 - 42|schwarz|adidas|11.36|9|10|11|4|2017-10-01
17195|43 - 46|schwarz|adidas|11.36|9|10|11|14|2017-10-01
17195|47 - 50|schwarz|adidas|11.36|9|10|11|3|2017-10-01
17198|S|blau|Erima|31.68|15|16||1|2017-10-01
17201|44|rot|adidas|317.43|1|2|39|1|2017-10-01
17201|44 2/3|rot|adidas|317.43|1|2|39|1|2017-10-01
17201|46|rot|adidas|317.43|1|2|39|1|2017-10-01
17201|47 1/3|rot|adidas|317.43|1|2|39|1|2017-10-01
17207|2 ( 31-34 )|gruen|Jako|10.09|1|7|13|1|2017-10-01
17207|5 ( 43-46 )|gruen|Jako|10.09|1|7|13|1|2017-10-01
17208|L|grau|Jordan|50.73|9|10|25|2|2017-10-01
17210|40|weiss|adidas|279.33|1|2|39|1|2017-10-01
17210|44 2/3|weiss|adidas|279.33|1|2|39|1|2017-10-01
17212|2XL|blau|adidas|29.14|1|7|21|2|2017-10-01
17212|L|blau|adidas|29.14|1|7|21|34|2017-10-01
17212|M|blau|adidas|29.14|1|7|21|55|2017-10-01
17212|S|blau|adidas|29.14|1|7|21|15|2017-10-01
17212|XL|blau|adidas|29.14|1|7|21|10|2017-10-01
17213|46|weiss|adidas|165.03|1|2|3|2|2017-10-01
17214|2XL|blau|PUMA|31.68|1|7|16|1|2017-10-01
17214|L|blau|PUMA|31.68|1|7|16|4|2017-10-01
17214|M|blau|PUMA|31.68|1|7|16|2|2017-10-01
17214|S|blau|PUMA|31.68|1|7|16|2|2017-10-01
17214|XL|blau|PUMA|31.68|1|7|16|1|2017-10-01
17216|44|weiss|Nike|171.38|9|18|32|1|2017-10-01
17218|2XL|schwarz|Nike|57.08|15|16||1|2017-10-01
17218|L|schwarz|Nike|57.08|15|16||6|2017-10-01
17218|M|schwarz|Nike|57.08|15|16||1|2017-10-01
17218|S|schwarz|Nike|57.08|15|16||2|2017-10-01
17218|XL|schwarz|Nike|57.08|15|16||2|2017-10-01
17219|L|rot|Nike|82.48|1|7|22|1|2017-10-01
17219|M|rot|Nike|82.48|1|7|22|2|2017-10-01
17219|S|rot|Nike|82.48|1|7|22|2|2017-10-01
17219|XL|rot|Nike|82.48|1|7|22|2|2017-10-01
17225|3 ( 40-42 )|blau|adidas|10.09|1|7|13|11|2017-10-01
17225|4 ( 43-45 )|blau|adidas|10.09|1|7|13|2|2017-10-01
17225|5 ( 46-48 )|blau|adidas|10.09|1|7|13|2|2017-10-01
17226|41|grau|Nike|114.23|9|18|32|1|2017-10-01
17226|44|grau|Nike|114.23|9|18|32|1|2017-10-01
17226|46|grau|Nike|114.23|9|18|32|1|2017-10-01
17227|L ( 40/42 )|grau|Nike|35.49|15|24||1|2017-10-01
17227|M ( 38/40 )|grau|Nike|35.49|15|24||2|2017-10-01
17227|XS ( 32/34 )|grau|Nike|35.49|15|24||1|2017-10-01
17228|XL|orange|Jako|38.03|15|33||1|2017-10-01
17229|10 (36-40)|schwarz|Hummel|12.63|1|7|11|1|2017-10-01
17229|12 (41-45)|schwarz|Hummel|12.63|1|7|11|1|2017-10-01
17229|14 (46-48)|schwarz|Hummel|12.63|1|7|11|5|2017-10-01
17232|M|rot|Nike|69.78|1|7|22|2|2017-10-01
17233|39|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|41|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|42|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|43|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|44|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|45|rot|Nike|165.03|1|2|39|1|2017-10-01
17233|45,5|rot|Nike|165.03|1|2|39|1|2017-10-01
17234|38,5|weiss|Nike|114.23|9|36|32|1|2017-10-01
17237|31|blau|adidas|76.13|1|37|3|1|2017-10-01
17237|32|blau|adidas|76.13|1|37|3|1|2017-10-01
17237|33|blau|adidas|76.13|1|37|3|1|2017-10-01
17237|35|blau|adidas|76.13|1|37|3|1|2017-10-01
17237|37 1/3|blau|adidas|76.13|1|37|3|1|2017-10-01
17240|2XL|schwarz|PUMA|57.08|15|16||1|2017-10-01
17240|L|schwarz|PUMA|57.08|15|16||4|2017-10-01
17240|M|schwarz|PUMA|57.08|15|16||22|2017-10-01
17240|S|schwarz|PUMA|57.08|15|16||4|2017-10-01
17240|XL|schwarz|PUMA|57.08|15|16||2|2017-10-01
17241|L|grau|Nike|76.13|9|10|22|2|2017-10-01
17241|S|grau|Nike|76.13|9|10|22|2|2017-10-01
17241|XL|grau|Nike|76.13|9|10|22|1|2017-10-01
17242|38,5|schwarz|Nike|69.78|1|37|6|1|2017-10-01
17243|L|grau|Nike|88.83|9|10|14|2|2017-10-01
17243|M|grau|Nike|88.83|9|10|14|8|2017-10-01
17243|XL|grau|Nike|88.83|9|10|14|1|2017-10-01
17246|39|schwarz|Nike|114.23|1|2|5|1|2017-10-01
17247|36|schwarz|Nike|88.83|1|37|39|1|2017-10-01
17248|41|schwarz|Nike|266.63|1|2|3|3|2017-10-01
17248|42|schwarz|Nike|266.63|1|2|3|5|2017-10-01
17251|42,5|grau|New Balance|152.33|9|18|32|2|2017-10-17
17255|39|blau|Nike|95.18|1|2|3|1|2017-10-01
17255|40|blau|Nike|95.18|1|2|3|2|2017-10-01
17255|40,5|blau|Nike|95.18|1|2|3|2|2017-10-01
17255|41|blau|Nike|95.18|1|2|3|2|2017-10-01
17255|42|blau|Nike|95.18|1|2|3|1|2017-10-01
17255|42,5|blau|Nike|95.18|1|2|3|5|2017-10-01
17255|43|blau|Nike|95.18|1|2|3|5|2017-10-01
17255|44|blau|Nike|95.18|1|2|3|1|2017-10-01
17255|44,5|blau|Nike|95.18|1|2|3|2|2017-10-01
17255|45|blau|Nike|95.18|1|2|3|1|2017-10-01
17255|45,5|blau|Nike|95.18|1|2|3|3|2017-10-01
17255|46|blau|Nike|95.18|1|2|3|1|2017-10-01
17255|47,5|blau|Nike|95.18|1|2|3|1|2017-10-01
17265|L ( 40/42 )|schwarz|Nike|57.08|9|10|14|1|2017-10-01
17265|M ( 38/40 )|schwarz|Nike|57.08|9|10|14|1|2017-10-01
17266|L|grau|Nike|31.68|15|24||2|2017-12-05
17266|M|grau|Nike|31.68|15|24||3|2017-12-05
17269|M|schwarz|Jako|50.73|1|7|14|1|2017-10-01
17276|2XL|grau|adidas|22.79|1|7|21|2|2017-10-01
17276|L|grau|adidas|22.79|1|7|21|7|2017-10-01
17276|M|grau|adidas|22.79|1|7|21|5|2017-10-01
17276|S|grau|adidas|22.79|1|7|21|2|2017-10-01
17276|XL|grau|adidas|22.79|1|7|21|3|2017-10-01
17277|40 2/3|weiss|adidas|126.93|1|2|3|1|2017-10-01
17277|47 1/3|weiss|adidas|126.93|1|2|3|1|2017-10-01
17281|45-48|schwarz|Hummel|16.44|1|7|11|1|2017-11-27
17282|164|rot|adidas|18.98|1|7|21|2|2017-10-01
17288|M|schwarz|adidas|29.14|1|7|25|1|2017-10-01
17291|L|orange|Nike|29.14|1|7|21|1|2017-12-19
17292|XL|blau|Nike|44.38|1|7|21|1|2017-10-01
17294|36|orange|Nike|69.78|1|37|39|1|2017-10-01
17295|XL|blau|adidas|25.33|1|7|21|1|2017-10-01
17297|42|beige|adidas|279.33|1|2|3|2|2017-10-01
17297|42 2/3|beige|adidas|279.33|1|2|3|2|2017-10-01
17297|43 1/3|beige|adidas|279.33|1|2|3|1|2017-10-01
17297|44 2/3|beige|adidas|279.33|1|2|3|1|2017-10-01
17299|M|rot|PUMA|50.73|15|33||1|2017-12-22
17299|S|rot|PUMA|50.73|15|33||1|2017-12-22
17302|2XL|blau|Nike|31.68|1|7|25|2|2017-10-01
17302|L|blau|Nike|31.68|1|7|25|23|2017-10-01
17302|M|blau|Nike|31.68|1|7|25|7|2017-10-01
17302|S|blau|Nike|31.68|1|7|25|7|2017-10-01
17302|XL|blau|Nike|31.68|1|7|25|5|2017-10-01
17303|38,5|gruen|Nike|88.83|1|37|3|1|2017-10-01
17304|43|schwarz|Under Armour|292.03|1|2|3|2|2017-10-01
17312|44,5|gruen|New Balance|107.88|9|18|32|1|2017-10-01
17313|L|rot|Nike|38.03|15|24||2|2017-10-01
17313|M|rot|Nike|38.03|15|24||2|2017-10-01
17313|S|rot|Nike|38.03|15|24||1|2017-10-01
17313|XL|rot|Nike|38.03|15|24||3|2017-10-01
17315|2 ( 35-38 )|lila|PUMA|10.09|1|7|13|1|2017-10-01
17315|4 ( 43-46 )|lila|PUMA|10.09|1|7|13|1|2017-10-01
17315|5 ( 47-49 )|lila|PUMA|10.09|1|7|13|1|2017-10-01
17321|2XL|schwarz|adidas|50.73|1|7|16|3|2017-10-27
17321|3XL|schwarz|adidas|50.73|1|7|16|1|2017-10-27
17321|L|schwarz|adidas|50.73|1|7|16|75|2017-10-27
17321|M|schwarz|adidas|50.73|1|7|16|81|2017-10-27
17321|S|schwarz|adidas|50.73|1|7|16|51|2017-10-27
17321|XL|schwarz|adidas|50.73|1|7|16|17|2017-10-27
17321|XS|schwarz|adidas|50.73|1|7|16|6|2017-10-27
17332|M|blau|Uhlsport|38.03|1|7|16|1|2017-10-01
17332|XL|blau|Uhlsport|38.03|1|7|16|2|2017-10-01
17336|M|gelb|Jako|31.68|15|16||1|2017-10-01
17341|43|orange|Nike|222.18|1|2|5|1|2017-10-01
17343|M|blau|Jako|35.49|1|7|16|1|2017-10-01
17344|32|blau|Nike|69.78|1|37|6|1|2017-10-01
17344|35|blau|Nike|69.78|1|37|6|1|2017-10-01
17344|36,5|blau|Nike|69.78|1|37|6|1|2017-10-01
17344|37,5|blau|Nike|69.78|1|37|6|1|2017-10-01
17346|L|grau|Nike|38.03|15|24||4|2017-10-01
17346|M|grau|Nike|38.03|15|24||3|2017-10-01
17346|S|grau|Nike|38.03|15|24||4|2017-10-01
17346|XL|grau|Nike|38.03|15|24||3|2017-10-01
17347|164|schwarz|Uhlsport|38.03|1|7|16|1|2017-10-01
17349|XS ( 32/34 )|schwarz|Nike|41.84|15|16||1|2017-10-01
17354|L|schwarz|adidas|69.78|1|7|21|1|2017-11-07
17356|M|blau|adidas|50.73|1|7|25|3|2017-10-01
17358|40,5|schwarz|Nike|266.63|1|2|4|1|2017-10-01
17359|2XL|blau|Nike|31.68|1|7|25|2|2017-10-01
17359|L|blau|Nike|31.68|1|7|25|1|2017-10-01
17359|M|blau|Nike|31.68|1|7|25|3|2017-10-01
17359|S|blau|Nike|31.68|1|7|25|2|2017-10-01
17359|XL|blau|Nike|31.68|1|7|25|1|2017-10-01
17361|39|weiss|Nike|215.83|1|2|3|1|2017-10-01
17361|42|weiss|Nike|215.83|1|2|3|1|2017-10-01
17361|42,5|weiss|Nike|215.83|1|2|3|1|2017-10-01
17361|43|weiss|Nike|215.83|1|2|3|2|2017-10-01
17361|44,5|weiss|Nike|215.83|1|2|3|1|2017-10-01
17361|47|weiss|Nike|215.83|1|2|3|1|2017-10-01
17364|43|schwarz|Nike|177.73|9|18|32|2|2017-10-01
17364|44|schwarz|Nike|177.73|9|18|32|1|2017-10-01
17365|M|grau|Nike|57.08|9|10|14|1|2017-10-01
17370|128|rot|adidas|57.08|1|7|14|1|2017-10-01
17370|176|rot|adidas|57.08|1|7|14|1|2017-10-01
17372|L|orange|Nike|44.38|15|33||2|2017-10-01
17372|M|orange|Nike|44.38|15|33||2|2017-10-01
17372|S|orange|Nike|44.38|15|33||1|2017-10-01
17372|XL|orange|Nike|44.38|15|33||1|2017-10-01
17373|2XL|grau|Nike|31.68|15|16||1|2017-10-01
17373|L|grau|Nike|31.68|15|16||22|2017-10-01
17373|M|grau|Nike|31.68|15|16||2|2017-10-01
17373|S|grau|Nike|31.68|15|16||6|2017-10-01
17373|XL|grau|Nike|31.68|15|16||20|2017-10-01
17375|YLG 147,5-157,5|weiss|Under Armour|50.73|15|33||1|2017-10-01
17376|42,5|schwarz|PUMA|253.93|1|2|3|1|2017-10-01
17382|40,5|blau|Nike|114.23|1|2|39|1|2017-10-01
17382|42|blau|Nike|114.23|1|2|39|3|2017-10-01
17382|42,5|blau|Nike|114.23|1|2|39|3|2017-10-01
17382|44|blau|Nike|114.23|1|2|39|3|2017-10-01
17382|44,5|blau|Nike|114.23|1|2|39|1|2017-10-01
17382|45|blau|Nike|114.23|1|2|39|1|2017-10-01
17382|46|blau|Nike|114.23|1|2|39|1|2017-10-01
17382|47,5|blau|Nike|114.23|1|2|39|1|2017-10-01
17383|36|rot|Nike|69.78|1|37|39|1|2017-10-01
17383|38,5|rot|Nike|69.78|1|37|39|1|2017-10-01
17385|M|gruen|PUMA|25.33|1|7|8|1|2017-10-01
17389|140|weiss|adidas|25.33|1|7|21|4|2017-10-01
17389|152|weiss|adidas|25.33|1|7|21|11|2017-10-01
17389|164|weiss|adidas|25.33|1|7|21|6|2017-10-01
17393|L|grau|Nike|57.08|9|10|35|2|2017-10-01
17395|46|schwarz|Nike|165.03|1|2|3|1|2018-01-24
17398|41|blau|Nike|114.23|1|2|6|1|2017-11-10
17398|43|blau|Nike|114.23|1|2|6|1|2017-11-10
17398|44|blau|Nike|114.23|1|2|6|1|2017-11-10
17398|45|blau|Nike|114.23|1|2|6|1|2017-11-10
17398|46|blau|Nike|114.23|1|2|6|1|2017-11-10
17400|38 2/3|beige|adidas|126.93|9|18|32|1|2017-10-01
17400|39 1/3|beige|adidas|126.93|9|18|32|1|2017-10-01
17401|128|schwarz|adidas|38.03|1|7|16|1|2017-10-01
17401|140|schwarz|adidas|38.03|1|7|16|5|2017-10-01
17401|152|schwarz|adidas|38.03|1|7|16|7|2017-10-01
17401|164|schwarz|adidas|38.03|1|7|16|1|2017-10-01
17401|176|schwarz|adidas|38.03|1|7|16|1|2017-10-01
17403|2XL|blau|adidas|63.43|1|7|16|1|2017-10-01
17403|L|blau|adidas|63.43|1|7|16|11|2017-10-01
17403|M|blau|adidas|63.43|1|7|16|4|2017-10-01
17403|S|blau|adidas|63.43|1|7|16|2|2017-10-01
17403|XL|blau|adidas|63.43|1|7|16|2|2017-10-01
17405|L|rot|adidas|63.43|1|7|14|1|2017-10-01
17405|M|rot|adidas|63.43|1|7|14|1|2017-10-01
17405|S|rot|adidas|63.43|1|7|14|1|2017-10-01
17407|41 1/3|schwarz|adidas|101.53|1|2|6|1|2017-10-01
17407|42|schwarz|adidas|101.53|1|2|6|1|2017-10-01
17407|42 2/3|schwarz|adidas|101.53|1|2|6|1|2017-10-01
17407|43 1/3|schwarz|adidas|101.53|1|2|6|3|2017-10-01
17407|44|schwarz|adidas|101.53|1|2|6|2|2017-10-01
17407|44 2/3|schwarz|adidas|101.53|1|2|6|3|2017-10-01
17407|45 1/3|schwarz|adidas|101.53|1|2|6|1|2017-10-01
17407|46 2/3|schwarz|adidas|101.53|1|2|6|1|2017-10-01
17409|43|schwarz|PUMA|152.33|1|2|4|1|2017-10-01
17412|40|weiss|adidas|380.93|1|2|3|2|2017-10-01
17412|40 2/3|weiss|adidas|380.93|1|2|3|1|2017-10-01
17412|43 1/3|weiss|adidas|380.93|1|2|3|1|2017-10-01
17412|44|weiss|adidas|380.93|1|2|3|2|2017-10-01
17412|44 2/3|weiss|adidas|380.93|1|2|3|3|2017-10-01
17412|45 1/3|weiss|adidas|380.93|1|2|3|1|2017-10-01
17417|2XL|rot|Nike|69.78|1|7|14|1|2017-10-01
17419|S|schwarz|adidas|31.68|9|10|25|1|2018-01-05
