pid|size|group4|group5
16234|40|4|1
13390|40 2/3|4|5
15661|XL ( 158-170 )|1|5
21369|45,5|1|5
19255|M|1|2
19255|S|1|5
10457|L|4|1
20147|45|1|5
13376|L|4|1
14504|L|1|5
11974|43 1/3|4|1
10874|38,5|4|1
18245|40,5|4|1
19171|152|1|5
10953|2XL|1|2
18911|XL|1|5
13791|45,5|1|2
15646|L|4|5
13316|43|1|2
11806|XL ( 44/46 )|1|2
11321|L|2|4
11321|M|4|1
22153|5 ( 43-46 )|4|5
14502|3|4|1
16226|44|4|1
13262|S|1|2
22294|4 ( 43-45 )|3|3
19031|43|1|2
14986|45|1|2
21618|5 ( 46-48 )|1|5
19095|44 2/3|3|2
10760|47 1/3|1|5
14923|43|1|5
17793|39|3|3
13671|M|1|2
19208|3|4|1
13418|L ( 152-158 )|1|2
20297|40,5|3|3
11772|40 2/3|4|5
17778|47,5|1|5
19577|S ( 34/36 )|1|5
13377|44,5|4|1
18875|XL|4|1
11784|40,5|4|1
19918|38|4|1
22585|S|2|4
12375|XL|4|5
21041|XL|3|2
17227|M ( 38/40 )|4|1
19393|L ( 40/42 )|1|2
18806|XL|1|2
19648|43 1/3|1|5
18270|41|4|1
20622|M|1|2
12948|L|1|2
12228|M|2|4
21398|43|3|2
12809|40,5|1|5
17079|M ( 38/40 )|4|1
18905|45|1|5
20388|43|4|5
18438|XL|1|2
20949|XS|4|1
11330|M ( 38/40 )|1|2
12352|41 1/3|4|1
22618|S ( 128-140 )|1|5
14013|XL|3|2
22705|L ( 40/42 )|1|5
13861|42,5|4|1
17625|45 1/3|1|2
14680|128|4|1
18969|2XL|1|5
20563|39|1|5
13471|40|4|5
18921|L/K|4|1
14975|XL|4|5
17313|L|3|3
22556|L|4|1
16706|44|3|3
10979|39 - 42|1|5
19533|39/42|1|5
17019|S|1|5
11306|42|4|1
21028|41 1/3|1|5
17097|45,5|4|1
17097|43|1|5
10684|41|1|5
11652|M|3|3
12459|44|1|5
15307|42,5|1|5
18469|44 2/3|1|5
14719|M|2|3
17749|46 2/3|1|5
19171|140|1|5
12264|XL|3|3
18280|S|4|1
18378|XL|1|5
12175|40,5|4|1
15413|S|1|2
17572|XS ( 116-128 )|1|2
19318|47,5|4|5
16193|41|4|5
19857|40,5|1|5
13655|43 1/3|1|5
17932|2XL|1|5
22844|39,5|4|1
14749|45|4|1
11067|164|1|2
17201|44 2/3|1|5
19652|M|1|5
14656|46|1|2
10956|31|4|1
13085|32|1|2
21738|42|1|2
15300|42 2/3|4|1
17793|38,5|1|2
20599|40|1|5
16707|2XL|4|1
16707|XL|4|1
16707|L|4|1
20554|2XL|4|1
20554|3XL|4|1
20554|L|4|1
17904|40|4|1
15211|S ( 128-140 )|1|5
20258|41|1|5
20302|164|4|5
13671|L|1|2
17519|L|3|3
17797|3XL|2|3
14923|41|1|2
20474|6|4|1
20474|7|4|1
18015|M|3|3
13203|L ( 152-158 )|1|2
18733|XL|4|5
10153|L|1|5
21539|XL|3|3
12954|45 - 47|1|5
21062|L ( 152-158 )|1|5
11727|L ( 40/42 )|1|2
21490|XL|1|5
11943|XS ( 116-128 )|1|2
16008|M|4|1
11266|46|1|5
16087|L|1|2
18002|S|1|5
21541|2XL|1|5
22063|140|1|2
13817|2XL|3|3
10015|L|4|1
17313|S|3|2
13676|XL|1|2
16353|L ( 152-158 )|4|1
10791|33|4|1
22597|42 2/3|1|2
15478|42,5|4|5
14504|2XL|3|3
12708|S|4|1
17346|L|3|3
17649|M|1|5
20722|164|4|1
19648|44|4|5
18100|45|1|5
16976|3XL|1|5
18373|XL|4|1
14087|L|4|1
21796|43|4|1
16107|42 2/3|1|2
19058|38|1|2
14950|M|1|5
13172|M|1|5
22264|38|1|5
14893|XL ( 158-170 )|1|2
13085|33,5|4|1
16807|44|4|1
11504|L|4|5
22114|38,5|4|5
13607|44,5|1|5
14678|M|4|5
16042|42 2/3|1|5
12133|42,5|1|5
10551|6|4|1
18295|164|4|1
19648|45 1/3|4|1
15810|41|1|5
22052|40,5|4|5
20533|152|4|1
21398|42|4|1
15134|46|4|1
15954|M|1|2
19988|M|1|5
20096|XL (46-50 )|3|2
17557|M|1|5
16103|164|1|5
16305|XL ( 158-170 )|1|2
16706|42|1|5
21445|40 2/3|1|5
10575|40 2/3|1|5
16519|S|1|2
12207|2XL|1|2
12065|L ( 40/42 )|1|5
14519|36|1|5
11943|M ( 140-152 )|3|3
11802|L|3|2
16227|L|3|2
20197|L|4|1
12695|39|4|1
10603|40|1|5
19058|40,5|1|5
16722|38|4|5
19474|46 2/3|1|5
16396|2XL|4|5
21048|L|4|1
22172|L|1|5
21334|L|1|2
12535|L|4|1
17625|44 2/3|1|5
13655|42 2/3|1|2
20401|S|1|5
12603|38|1|5
21028|46|4|1
20141|4 ( 43-46 )|4|1
15138|S|1|5
22597|39 1/3|1|5
10966|44,5|3|2
19638|42,5|4|5
18414|M|3|2
19171|176|1|5
13291|44|1|5
17458|40,5|1|2
13816|XL (46-50 )|1|5
10230|3 ( 39-42 )|1|2
12496|44,5|1|2
18895|38 2/3|4|1
20244|152|1|5
14461|XL|4|1
16996|43|1|5
20099|38|1|5
12071|L|1|5
18092|44|3|3
19267|40 2/3|1|5
22281|XL ( 44/46 )|4|5
14982|XL|2|3
22459|L|3|3
11459|41|1|2
22651|M|3|2
12236|2XL|1|2
12893|3XL|4|1
16721|L ( 152-158 )|1|5
16721|XL ( 158-170 )|4|5
16075|32|4|5
10954|47|4|1
11747|S|4|1
12870|XS ( 32/34 )|1|5
10227|44 2/3|1|5
15485|45 1/3|1|5
15071|44|1|5
15071|43|1|5
17611|37,5|3|2
11391|XL|1|2
21708|M|1|2
21669|44|1|5
19712|42 2/3|3|2
12015|M ( 140-152 )|3|2
14461|M|1|2
18415|XL|1|2
13795|XL ( 158-170 )|3|2
12422|38 2/3|1|5
14827|45|1|5
18513|S|1|5
10924|M ( 140-152 )|1|5
17095|42|1|5
21217|XL|4|1
19023|41 1/3|1|5
10174|M|1|5
22138|M|1|5
19787|36 2/3|1|2
10616|2XL|1|2
13357|1 ( Junior)|4|1
12205|44 2/3|1|5
10979|35 - 38|3|2
17709|45|3|2
17919|44|1|2
14210|45 1/3|1|5
21326|M|1|2
10778|32|1|5
19908|6|4|1
20617|44|1|5
21017|45,5|1|5
10176|38,5|4|1
10207|M|1|5
15775|37,5|1|5
11017|40|1|5
17935|M|1|2
11410|L|3|3
18090|45|2|4
15324|XL ( 44/46 )|4|1
14605|42,5|1|2
15461|36 2/3|1|5
11824|36,5|3|3
14923|41,5|1|5
11835|S|4|5
17460|M|1|5
15870|37,5|1|5
21589|36|1|5
10642|45|1|5
14658|42|4|1
21602|S|1|2
12096|37,5|1|2
13883|M|2|3
22822|M|1|2
12153|XL|2|3
19380|44|1|2
18208|46|1|5
18208|45,5|4|1
16929|42|4|1
22268|42|1|5
16741|L|1|2
13231|M|1|5
17171|M|1|5
12458|44,5|1|5
12746|M|3|3
15053|2XL|1|2
17097|42,5|1|5
10339|41 1/3|1|2
17516|XL|1|5
18233|M|3|3
16847|44|1|5
13922|35/38|1|5
19134|41,5|4|1
17709|43|1|5
16439|S|1|5
20384|40,5|1|5
16436|S ( 34-38 )|1|5
18634|42,5|1|5
14529|S|1|5
21020|M|1|5
17705|L|3|3
22435|XL ( 158-170 )|1|5
22777|XL ( 158-170 )|1|2
11074|L|4|1
10170|XL (46-50 )|3|2
11073|M|1|5
18333|41|1|5
22597|43 1/3|1|5
15458|M|4|1
15880|XL|1|2
19248|41 1/3|1|5
12352|42 2/3|3|2
17201|44|1|5
20714|XL|1|2
22549|XL|1|5
18390|47|1|5
21858|2XL|1|2
20146|36,5|1|5
10208|36,5|4|1
20547|42,5|4|1
22308|S ( 34-38 )|3|3
16929|45|1|5
17487|44 2/3|4|1
14869|XL|1|2
12675|M|3|2
12397|M|1|2
21431|M|3|2
18534|43 1/3|1|2
22343|M|1|5
16640|2XL|4|5
10195|XL|1|2
16992|XL|3|2
15111|M ( 140-152 )|1|5
14497|M ( 38/40 )|1|5
22462|XL ( 44/46 )|1|5
19696|46|4|1
14720|L|2|3
13534|1 ( Junior)|1|5
12323|45|4|1
21177|L ( 40/42 )|1|5
15190|S|3|3
22449|L|1|5
10183|M ( 38-42 )|1|5
19231|S ( 34/36 )|1|5
18780|XS ( 116-128 )|4|1
15670|S ( 34-38 )|3|3
20766|42 2/3|4|5
20540|39 1/3|1|5
10862|39|1|5
13374|M|3|2
12408|XL (46-50 )|3|2
11180|164|4|1
22325|L|3|2
17997|M ( 38/40 )|1|5
10915|43|1|5
19913|40,5|1|5
15762|3XL|1|5
13100|M|1|2
18182|S|3|2
18390|40,5|1|2
21405|XS|3|3
21578|38|1|5
20802|45|1|5
22736|L|2|4
10085|45,5|4|1
14923|44|1|2
17140|48|3|2
19843|XL|1|5
13083|152|3|3
15775|39|1|5
22780|XL|4|1
14437|44|3|2
19529|L|3|3
19751|L|1|5
18701|L|1|5
19913|42|1|5
13226|46|1|5
11308|L|4|1
10439|XL|2|3
19129|2XL|1|2
13265|L ( 152-158 )|1|5
13377|43|1|5
20501|40|1|5
18364|L|4|1
15377|M|1|2
19891||3|3
18399|40|4|1
12507|M|1|5
19732|XL|1|2
17076|46 2/3|1|5
16207|44|1|5
14699|L|4|5
21655|L|4|5
13036|XL|1|5
22403|16 (176)|4|1
13008|2XL|3|2
17761|L|1|5
21194|39 1/3|1|5
15282|2 ( 31-34 )|1|5
17207|2 ( 31-34 )|1|5
15605|2XL|4|5
21769|42|1|5
14986|42,5|1|5
13524|6 ( 47-50 )|1|2
21874|S|4|1
20469|L ( 152-158 )|4|1
13675|L ( 152-158 )|1|2
20852|XL|3|3
15950|XL ( 158-170 )|1|2
19592|L|4|1
18410|L|3|3
21445|46 2/3|4|1
19626|L|4|1
16330|45 1/3|3|3
14310|M|2|4
12213|3XL|4|1
17088|M|1|2
16427|46|1|5
19533|43/46|1|5
17862|42|4|1
18562|XS|1|5
12710|164|1|5
16468|41|4|1
16428|M ( 140-152 )|1|5
10135|L ( 40/42 )|4|5
21017|45|1|5
11187|S|2|4
10954|44,5|4|1
12788|M|4|1
17232|M|3|2
22629|L ( 152-158 )|1|5
15173|M|1|2
16902|S|3|2
10282|42|1|2
11121|39|4|1
11272|S ( 128-140 )|1|5
15423|42|4|1
22636|41 1/3|1|5
15402|S|4|1
11878|45 1/3|1|5
13248|M|1|5
11824|37,5|4|1
15992|40|1|5
10146|M|1|5
18904|M ( 38/40 )|4|1
16716|45,5|4|1
17139|44|4|1
11475|2XL|1|2
20886|44,5|1|5
21897|S|1|5
11784|41|1|5
14923|37,5|1|5
20497|L|3|3
14164|M|3|3
14122|XL|3|2
18906|164|4|5
16365|M|1|5
10466|40|4|1
12733|L|4|1
19129|XL|3|2
21782|XL|3|3
11679|38,5|1|5
22169|39 1/3|3|2
19724|M|1|2
20807|42 2/3|1|5
10098|38|1|5
10098|37,5|1|5
21369|40,5|4|1
20969|12 (41-45)|1|2
12022|42 2/3|4|1
13109|14/16 (164-176)|1|5
14603|2XL|3|2
10715|40|1|5
19456|XL|3|2
17214|S|1|5
13422|37 1/3|1|5
16505|44|1|5
14863|M|2|4
14863|L|3|3
19020|38,5|4|1
12359|41 1/3|4|1
21290|41 1/3|1|5
16964|L|4|1
21826|46|1|5
19721|2XL|3|2
19095|42|3|3
16892|M ( 140-152 )|4|1
20159|M|1|5
14906|35,5|1|5
14906|35|4|1
14919|35|3|3
11878|42 2/3|4|5
19588|XL|3|2
16209|S|1|2
19254|2XL|1|2
12704|45|1|5
15891|L|3|3
12445|140|4|1
16075|34|1|5
18586|M|1|5
21157|M|1|5
14656|44,5|4|1
10617|128|1|2
21025|L|3|2
15485|44 2/3|1|5
10715|40 2/3|1|5
19308|140|1|5
12460|43|4|1
13375|L|1|2
20114|38,5|2|4
19069|42 2/3|1|2
21945|L|1|2
12205|42 2/3|4|5
17519|XL|1|2
19928|47|1|5
18807|40|1|5
12807|3 ( 40-42 )|1|5
19325|37,5|1|5
10020|XL|1|5
20121|L ( 152-158 )|1|5
18185|40,5|4|1
16251|L|1|5
11350|L|1|2
12199|M|1|5
18270|40|1|5
17237|31|4|1
10085|41|1|5
11331|164|1|2
17856|42|4|1
16863|L ( 152-158 )|4|1
12401|M|3|2
14912|38|1|5
14089|L|1|5
14820|34|1|2
11781|40,5|4|1
20388|44|1|2
19527|S|2|3
20384|40|1|5
18319|36|1|5
11806|S ( 34/36 )|1|2
17862|39 1/3|4|1
17938|L ( 40/42 )|1|5
18232|2XL|3|2
14092|S|1|2
20970|3XL|1|2
19255|L|3|2
17862|43 1/3|1|5
16902|L|3|3
12207|XL|3|2
15026|42|4|5
11381|42|1|5
14036|S|3|2
14703|L ( 42-46 )|1|2
12746|S|3|2
13819|L ( 152-158 )|1|2
10208|33,5|4|1
19986|S|1|2
16641|M ( 38/40 )|1|2
10275|42|1|5
10170|S ( 34-38 )|3|2
19992|XL|1|5
21782|M|1|2
11826|XL|1|5
16827|S|3|2
17276|S|1|5
13083|164|1|2
14803|L ( 152-158 )|3|3
16372|XL|1|2
17158|XL ( 158-170 )|3|2
21245|45,5|1|5
12301|46 2/3|1|2
11466|XL ( 158-170 )|1|5
20683|XL|2|4
16060|140|1|5
14195|M|3|2
19248|39 1/3|4|1
11514|XL|3|3
22346|32|4|5
11095|XL|3|3
15944|2XL|3|3
13151|2XL|4|1
13151|M|4|5
19668|XS ( 116-128 )|3|2
13027|42|4|1
22335|M|1|5
11241|XS|4|1
19503|41 - 44|1|5
16107|40|3|2
21779|40|4|1
10421|47,5|1|2
19422|40|4|1
16272|44,5|1|5
17813|1 ( Junior)|2|4
12704|42,5|1|5
20190|M|1|2
20190|S|1|5
17935|L|1|5
14704|48|1|2
21672|128|4|1
17764|M|1|2
18367|XL|4|1
22085|XL|3|2
15434|M|3|2
17797|XS|3|2
10195|M|1|5
20512|39|3|3
19658|152|3|2
10883|44|4|1
14625|35,5|1|5
22170|45 1/3|1|2
11234|46|1|5
10035|XS ( 116-128 )|1|2
19196|XL|1|5
12732|42|1|5
15913|44,5|2|4
14793|L|1|2
11600|40,5|3|2
18301|XL|3|3
14799|40,5|3|3
14083|XL|3|2
14050|XL|1|2
17417|2XL|1|5
13198|2XL|1|2
16877|2XL|3|3
10469|40,5|1|5
15210|L|3|3
19600|XL ( 158-170 )|1|5
19813|XL (46-50 )|3|3
22711|XS|1|2
12734|L|1|5
12809|38,5|1|2
21666|XL|1|5
16466|2XL|3|3
11937|M|1|2
17870|L|1|2
21498|M|1|2
21130|36|1|2
19466|46|4|1
20732|L|1|5
10405|116|1|2
19992|M|3|2
17297|42|1|2
14615|140|1|2
11793|45|3|2
16378|L ( 152-158 )|3|2
18395|2XL|3|2
20795|L|1|5
12240|40,5|4|1
15073|L|1|5
22054|40|4|1
14273|L|3|2
14656|45|1|5
19643|M|1|5
12881|45,5|4|1
22467|M|1|5
15536|42 2/3|1|5
16330|42|3|2
15551|45,5|1|5
12445|164|1|5
18102|38|4|5
18161|2XL|3|2
20448|M|1|2
17420|M|1|2
22627|M ( 38/40 )|4|1
14148|S|3|3
12219|46,5|1|5
10297|L|3|2
20463|S|3|3
12375|M|1|2
18496|L|3|2
18496|S|1|2
16234|42 2/3|4|1
17171|S|1|5
18390|43|3|2
18905|42,5|1|2
22308|XL (46-50 )|1|2
19724|L|1|2
20617|45|1|5
19712|44|2|3
20766|44 2/3|4|5
21812|M|3|3
22325|S|2|4
12846|42 2/3|3|3
19814|37,5|1|5
22483|XL|1|5
11621|4 ( 39-42 )|1|2
15695|40,5|1|5
21177|M ( 38/40 )|1|2
10203|M ( 38/40 )|1|5
10511|40|4|1
18390|40|1|5
16352|37,5|1|5
11995|46|1|5
17297|42 2/3|3|2
13085|37,5|3|2
18752|M|1|5
21317|2XL|4|1
14080|42,5|1|2
16342|L|4|1
20180|43|1|2
20229|39|1|5
19380|45|4|1
20369|YSM 125-135|1|5
15207|44 2/3|4|5
10361|2XL|1|5
20280|46|4|1
14622|42|1|2
17131|M ( 38/40 )|3|2
11807|2XL|1|2
14195|S|1|2
22169|48 2/3|1|2
14010|M|4|1
18039|43 1/3|4|1
16330|42 2/3|3|3
13265|XL ( 158-170 )|1|5
10511|42 2/3|3|2
12824|47 1/3|4|1
16427|40 2/3|1|2
18479|39|4|1
19229|40|1|5
11223|46|4|1
18390|46|1|5
17401|164|1|5
14874|M|1|5
11384|31,5|4|1
16593|S|1|5
14601|38|4|1
17619|164|3|2
20476|44|1|2
13414|39|1|5
16256|42,5|3|2
15990|S|1|2
13532|2XL|1|5
16366|47,5|4|1
11995|45 1/3|3|2
11433|2XL|1|2
19812|40|1|2
11651|42|4|1
22341|S|3|2
22705|M ( 38/40 )|1|2
21296|M|4|5
16806|S|1|5
20166|40,5|4|1
14009|46|4|1
21924|42 2/3|4|1
17571|44|3|2
15071|44,5|1|5
17085|M (38 - 42)|1|2
17198|S|4|1
20556|M ( 140-152 )|1|2
21801|3XL|4|1
21250|39|1|5
17087|6 ( 47-50 )|1|2
21076|36|1|5
21799|2XL|3|2
19134|44,5|1|5
15000|45,5|4|1
16214|44|1|5
11995|40 2/3|3|3
18796|45 1/3|3|2
22570|L ( 152-158 )|1|2
10365|XS|3|3
22597|41 1/3|1|5
15723|164|4|1
21531|M|1|2
18059|XL|4|5
12015|XL ( 158-170 )|1|2
19582|XL|4|1
19502|46|4|1
22307|S ( 128-140 )|1|2
22369|M|1|5
12809|41|1|5
18681|S|4|1
22844|39|4|5
22688|164|3|3
14803|M ( 140-152 )|2|3
14378|152|2|4
11089|L|3|3
13316|45|1|2
11995|44 2/3|1|2
18946|L|3|2
10427|164|1|5
16361|M|1|2
11173|2XL|1|2
14704|41 1/3|4|1
20234|41|1|5
22223|M|1|5
12115|S|1|5
11514|S|1|5
20919|45,5|1|5
16208|S|1|5
22574|46 2/3|1|2
13902|42,5|1|5
21036|XL|4|1
15655|38,5|4|1
12881|39|4|1
14469|L|1|2
13274|XL ( 158-170 )|1|5
10051|M ( 140-152 )|4|1
10051|XL ( 158-170 )|1|5
18542|2XL|3|3
16163|M|4|1
12846|40|3|3
19540|44|1|5
15602|164|1|2
10755|S|4|1
15750|2 ( 35-38 )|3|2
19629|L ( 40/42 )|4|1
19696|45 1/3|1|5
22651|L|3|3
10258|L|1|5
18005|M|3|3
17242|38,5|1|5
11162|3|4|1
19414|M ( 140-152 )|1|5
18786|35|1|5
17983|44,5|1|5
20069|XL|4|1
22618|XS ( 116-128 )|1|2
19380|41|1|5
16778|4 ( 39-42 )|1|5
10788|40|4|1
16631|164|4|1
20685|XL|4|1
17356|M|3|3
11958|L ( 42-46 )|1|2
18707|XL|4|1
15030|XL|1|2
19810|L|1|2
14719|L|3|3
22409|L|1|5
15074|S|4|1
14054|46|1|5
22559|XL ( 158-170 )|1|5
14990|41 1/3|1|5
15870|34|1|5
20686|2XL|3|3
18408|XL|1|2
14445|L|1|5
22211|41,5|1|2
11773|39|4|1
20580|M|1|5
12045|44,5|1|2
20160|42|1|2
18939|L ( 152-158 )|1|2
14315|L|1|2
14315|XL|1|2
21945|S|3|3
21672|104|4|1
13135|L ( 152-158 )|1|5
13942|41 1/3|1|5
16531|44|1|2
19671|40|1|2
10085|44|1|2
18379|2XL|1|5
16107|47 1/3|4|1
20288|L|2|3
21906|44|1|5
20000|164|4|1
14718|2XL|1|2
11656|47|1|5
19054|XS ( 116-128 )|1|2
19615|XL (46-50 )|1|2
21147|44|3|2
15095|40|3|2
19724|S|1|2
13430|42,5|3|2
20919|43|1|5
16227|2XL|1|2
15775|42|3|2
13301|2XL|4|1
14586|2XL|3|2
18375|2XL|3|2
13721|2XL|3|3
19937|44,5|3|2
19579|46|1|2
14625|31,5|1|5
17029|44|3|2
16706|44,5|3|3
22795|M ( 38/40 )|3|2
20011|44 2/3|1|2
20937|41|1|5
12067|S ( 34/36 )|1|5
14462|42,5|1|2
21418|44|3|2
19579|44|3|2
18024|M ( 140-152 )|1|5
18390|47,5|1|2
10177|XL|4|1
14982|M|2|4
17401|152|1|2
17401|140|4|5
17401|128|3|2
17361|47|1|2
19579|45|3|2
14182|41|3|3
19937|41|3|2
10064|42|1|2
15300|41 1/3|4|1
22435|S ( 128-140 )|4|1
11928|XL|4|5
19159|M|3|2
13584|45,5|1|2
14833|XL|3|3
10857|XL|1|2
21996|L ( 152-158 )|3|2
16129|S|1|5
18766|44|1|5
12482|L ( 152-158 )|1|2
14982|L|2|4
15284|44|3|2
20581|40,5|3|2
10008|XL|3|3
20023|XL|1|2
20966|47 1/3|1|5
12846|44|3|3
12800|41|1|2
21910|43|1|5
14182|46|3|2
10760|44 2/3|1|2
17297|44 2/3|1|2
18535|41|1|2
17421|M|3|2
13523|M|1|2
11332|45|1|2
19095|41 1/3|1|2
19937|42|1|2
20581|44|1|2
18333|44,5|1|5
18390|44,5|1|2
13404|2XL|1|5
12647|44|1|5
19579|45,5|1|2
17625|44|3|2
22168|44,5|1|5
14823|L|1|2
17088|L|1|2
20388|44,5|1|2
20998|XL|1|2
15321|S ( 128-140 )|1|5
10154|S|3|3
21819|44,5|1|2
11995|42 2/3|3|3
17302|XL|3|3
11758|M|3|2
14517|152|1|5
12397|XL|2|3
22638|44,5|1|2
17251|42,5|4|5
21421|XS ( 32/34 )|1|5
12187|M|1|5
19579|44,5|1|2
17029|45|3|3
11068|40|4|5
13868|S|3|3
17218|2XL|3|2
14395|M|2|3
17130|2|4|5
15282|6 ( 47-50 )|1|2
14841|5 ( 43-46 )|1|5
19032|152|1|2
15856|M|1|5
19712|43 1/3|3|3
22168|45|1|5
17575|XL|1|5
18092|44,5|1|2
22731|44|1|5
22731|43|1|5
10924|XS ( 116-128 )|4|5
12020|XL|3|3
17989|XL|1|2
11438|XL|1|5
14754|XL|4|5
17893|42 2/3|1|2
20967|M|1|2
12943|M|4|5
10098|39|1|5
19937|43|3|2
14116|40 2/3|4|5
14101|164|3|2
13795|M ( 140-152 )|1|2
11332|43|1|2
17862|40|1|2
21006|L|1|5
19666|41|3|3
20704|45|3|3
20697|38,5|3|3
18344|45,5|1|2
17124|44|3|2
12800|43|1|2
15631|M|1|5
20643|36|1|5
11477|36|4|5
10552|44|3|2
11059|41|3|2
20912|2XL|4|5
11350|XL|1|5
22638|46|1|5
13584|46|1|2
14765|XS ( 116-128 )|1|5
11706|2XL|3|2
21147|42,5|1|5
20927|L|1|5
12230|45|3|3
18451|44,5|3|3
15357|M|4|5
20691|46|4|5
19782|44|3|2
19148|L ( 152-158 )|1|2
11854|43|1|5
22132|XL|1|2
21476|S|1|2
17966|40,5|4|5
14985|42,5|1|2
22613|45,5|3|2
17062|45,5|1|5
12093|42,5|3|3
17671|41|3|3
18245|40|3|2
13226|45|1|5
12228|S|2|3
13355|45,5|1|5
22621|XS|1|5
14776|4 ( 39-42 )|3|3
21794|L|3|2
14753|L|1|2
16747|128|1|5
22818|M ( 140-152 )|1|2
20147|41|1|5
19666|43|3|2
21434|152|1|5
21434|140|1|2
15755|46|3|3
16330|44|1|2
17636|42|1|5
13430|42|1|2
14584|37,5|4|5
13798|L ( 152-158 )|3|3
17736|2XL|1|5
14182|44|3|3
12209|L|4|5
10165|36|3|2
13544|XS ( 116-128 )|3|2
13839|37,5|2|3
22638|41|3|2
16304|L ( 152-158 )|1|5
10093|L ( 152-158 )|3|2
21353|140|1|2
21206|2XL|4|5
19937|46|1|2
12860|5 ( 46-48 )|1|2
18233|XL|1|2
11425|L ( 152-158 )|3|2
13343|L|3|3
13343|S|1|5
18628|37,5|4|5
19919|M|3|3
11995|42|3|3
18270|43|1|5
15460|42|1|2
21337|2XL|3|2
20581|42,5|3|2
19937|44|1|2
20904|5 ( 43-46 )|1|5
13261|M|4|5
16107|43 1/3|1|5
12521|M ( 140-152 )|3|3
21996|M ( 140-152 )|3|3
21147|44,5|1|2
21398|42,5|3|2
19200|L|1|2
18185|46|4|5
10228|XL|1|2
17934|XL|1|2
20036|4 ( 39-42 )|3|3
12079|45,5|1|2
21206|L|1|5
22621|XL|1|5
11340|XL|4|5
15543|XL (46-50 )|1|2
21308|42,5|3|3
16942|128|3|3
16942|116|2|4
17255|43|1|2
17255|44|1|2
17834|43 1/3|3|2
21420|M|3|2
22170|42|1|2
14328|M|3|2
11247|44,5|3|3
20993|XL ( 158-170 )|1|5
12045|41|1|2
19937|42,5|1|2
12726|43/46|3|2
16428|L ( 152-158 )|1|2
18265|42|1|2
10760|46 2/3|1|5
17233|44|1|2
21224|45|1|2
21224|45,5|3|2
20443|40|1|2
16785|S|3|2
12800|44|1|2
17639|32|1|5
12721|36,5|1|2
20390|S|1|2
16273|36|4|5
10730|M|1|5
20443|43|1|2
20443|42,5|1|2
22067|43|3|2
21224|43|3|2
11512|39|3|2
17636|48,5|3|2
17382|44|1|2
11227|44,5|1|5
20443|44|1|2
21453|43|1|5
17798|39|1|2
14985|47,5|3|3
13567|47,5|3|2
20443|40,5|1|5
21910|44,5|1|2
20816|45|1|5
17717|L ( 152-158 )|3|2
14803|XL ( 158-170 )|3|3
13428|47|1|2
13932|152|1|5
22560|152|3|3
11330|S ( 34/36 )|1|2
17255|40|1|2
15088|40|1|2
17708|47|1|5
21876|46|1|2
15756|43|3|2
11619|44|3|2
13428|46|1|2
11944|39|1|5
21486|L|1|5
21486|S|3|2
13607|40|1|5
22067|44|3|2
20445|M ( 38/40 )|1|2
19579|42|3|2
18555|42,5|1|2
17124|47|1|5
20802|45,5|1|2
15051|44|3|3
21910|45|1|2
20430|42|4|5
14328|S|3|2
10339|44 2/3|1|5
17768|38,5|3|2
11649|37,5|1|5
19080|40|3|3
17814|40|1|2
17255|42|3|2
13377|45|1|5
11175|47 1/3|3|2
12953|M ( 140-152 )|4|5
22340|L ( 152-158 )|3|3
21724|36,5|4|5
15424|37 1/3|4|5
17158|L ( 152-158 )|3|2
14347|43|3|2
20501|37,5|4|5
20265|45|1|5
12608|164|3|3
10509|164|1|5
17671|42,5|3|3
12623|42|1|2
12623|42,5|1|2
17820|XL|1|2
21248|43|3|2
16975|128|4|5
21453|46|3|3
21391|46|1|2
21391|45,5|3|3
22587|45 1/3|4|5
19080|43|1|2
14424|47|3|2
20707|XL|4|5
12025|2XL|1|2
11725|46 2/3|3|2
13686|45,5|1|5
10160|M|3|2
15395|43|1|2
10994|43|1|2
11845|164|4|5
11882|L ( 152-158 )|1|2
21963|M ( 38/40 )|4|5
11218|40|1|5
21308|44|1|2
20816|44|3|2
18236|44|1|2
18236|44,5|3|2
21308|42|3|3
22718|46|3|3
10345|45 1/3|1|5
11943|L ( 152-158 )|3|2
14985|43|3|2
11123|L|1|5
16367|44|4|5
11154|46|4|5
15283|L|1|2
11375|45,5|3|3
12953|XL ( 158-170 )|1|5
15300|44|4|5
16603|L|1|2
11671|40|1|5
14424|44,5|1|2
20147|47|1|5
21492|45,5|1|2
17687|S|1|5
17919|42,5|1|5
18208|41|1|2
15088|42,5|3|2
14976|42|1|5
10396|S|2|4
19635|45|3|2
19635|44|1|5
19338|164|3|2
13729|2XL|4|5
10645|2XL|3|3
18560|3XL|2|4
22085|S|1|2
21248|42,5|3|3
18004|44|3|2
17276|2XL|1|2
22681|2XL|3|3
21726|44|1|5
18555|42|1|2
21182|L|3|2
13430|44|1|2
17233|42|1|5
15051|40|3|3
15051|42|3|2
10451|S|1|2
21434|164|1|2
10533|L|4|5
19441|M|4|5
17611|41|1|2
10997|43|1|2
21224|44|3|2
18004|40,5|3|2
18861|164|1|5
18861|152|3|3
15099|40|1|5
10779|43|3|2
12200|43|1|5
17708|45|1|2
13252|45|1|2
12463|2XL|1|5
11227|43|3|2
19580|4 ( 44-46 )|1|2
13549|XL|1|2
22718|47,5|1|2
19534|164|1|5
