pid	size	date	TRUE	Pre
18232	XL	2018/1/15	0	0.008896033
20786	M	2018/1/15	0	-0.047327536
16427	44	2018/1/15	0	0.044761746
16427	44 2/3	2018/1/15	0	0.136095901
12824	43 1/3	2018/1/15	0	0.079221068
17788	S	2018/1/15	0	0.223786849
17788	XL	2018/1/15	1	0.272353554
11420	2XL	2018/1/15	0	0.121648027
15602	140	2018/1/15	0	-0.088287714
20505	M	2018/1/15	0	1.828483743
12756	M	2018/1/15	0	0.034770875
20803	L	2018/1/15	0	0.134585247
20803	XL	2018/1/15	0	-0.036294134
22207	M	2018/1/15	0	0.154424049
13642	M	2018/1/15	0	-0.106079685
13642	2XL	2018/1/15	0	-0.090885907
21398	41	2018/1/15	0	-0.150674506
12704	42	2018/1/15	0	-0.034203829
12704	44	2018/1/15	0	-0.054542894
12704	"44,5"	2018/1/15	0	-0.046160151
16354	L	2018/1/15	0	0.538940057
20605	L ( 152-158 )	2018/1/15	0	0.27858008
20605	XL ( 158-170 )	2018/1/15	0	0.411477685
11205	M	2018/1/15	0	0.485236815
11205	L	2018/1/15	0	0.13361194
15220	M	2018/1/15	0	0.312932305
15220	L	2018/1/15	0	0.217665365
15220	XL	2018/1/15	0	0.05673006
17182	XL	2018/1/15	0	-0.019492553
10619	S	2018/1/15	0	0.134450048
15187	S	2018/1/15	0	0.81692139
20748	S	2018/1/15	2	1.75032201
11583	S	2018/1/15	0	0.763371143
11583	M	2018/1/15	0	0.731894393
14178	L	2018/1/15	0	3.678321882
14178	XL	2018/1/15	0	1.211283974
14178	2XL	2018/1/15	0	0.263876619
13733	S	2018/1/15	0	0.353075867
13733	M	2018/1/15	0	1.264989692
14350	S ( 128-140 )	2018/1/15	0	0.015871899
14350	L ( 152-158 )	2018/1/15	0	0.494167983
14350	XL ( 158-170 )	2018/1/15	0	0.509154113
13675	XL ( 158-170 )	2018/1/15	0	0.11137541
10035	L ( 152-158 )	2018/1/15	0	0.050082657
18867	S ( 128-140 )	2018/1/15	0	0.324558393
18867	M ( 140-152 )	2018/1/15	1	2.251509398
18867	L ( 152-158 )	2018/1/15	1	1.252694912
10456	S ( 128-140 )	2018/1/15	0	0.035350502
10456	M ( 140-152 )	2018/1/15	0	0.629019433
10456	L ( 152-158 )	2018/1/15	2	0.297337156
10456	XL ( 158-170 )	2018/1/15	0	1.570131908
17496	M ( 140-152 )	2018/1/15	0	0.011982284
17496	L ( 152-158 )	2018/1/15	0	0.018372018
17496	XL ( 158-170 )	2018/1/15	1	0.253492974
18019	L ( 152-158 )	2018/1/15	0	0.282824886
18019	XL ( 158-170 )	2018/1/15	0	0.206547037
13036	XL	2018/1/15	0	0.168439344
19505	S	2018/1/15	0	0.328907043
19505	M	2018/1/15	1	0.506028866
19505	L	2018/1/15	0	0.542936486
15064	S	2018/1/15	0	0.252295354
15064	M	2018/1/15	0	0.681839051
19962	L	2018/1/15	1	0.265454897
19962	XL	2018/1/15	0	0.131770669
15306	S	2018/1/15	0	0.076250151
21062	L ( 152-158 )	2018/1/15	0	-0.016259492
12896	XL	2018/1/15	0	0.069746583
12896	2XL	2018/1/15	0	0.011074012
12238	S	2018/1/15	0	-0.078059464
12238	M	2018/1/15	0	0.205759634
12238	L	2018/1/15	1	0.119482601
14050	M	2018/1/15	0	0.256005046
17989	M	2018/1/15	0	-0.006355446
12507	M	2018/1/15	0	0.100405034
12507	L	2018/1/15	0	0.044382944
21980	L	2018/1/15	0	0.318344068
10866	140	2018/1/15	0	0.248658154
20111	S	2018/1/15	0	0.316910731
20111	M	2018/1/15	0	0.530516075
14137	S	2018/1/15	0	-0.146790318
21541	2XL	2018/1/15	0	0.010873286
16923	L	2018/1/15	0	0.13104714
12004	L	2018/1/15	0	0.1052722
10953	L	2018/1/15	0	0.481096948
21710	152	2018/1/15	0	0.016522356
13500	152	2018/1/15	0	0.075530704
13500	164	2018/1/15	0	1.257146957
22063	152	2018/1/15	0	0.135853901
11100	164	2018/1/15	0	-0.047903335
22151	116	2018/1/15	0	0.006104364
14789	128	2018/1/15	0	0.15265743
14789	164	2018/1/15	0	0.418683076
17901	M	2018/1/15	0	0.737636191
22779	164	2018/1/15	0	0.155967248
21490	XL	2018/1/15	0	0.297179011
15890	M	2018/1/15	1	0.355756365
10733	M ( 140-152 )	2018/1/15	0	-0.026285504
11466	XL ( 158-170 )	2018/1/15	0	-0.005302285
14067	35 - 38	2018/1/15	0	-0.075096121
14067	43 - 46	2018/1/15	2	0.932870431
14067	47 - 50	2018/1/15	0	-0.088077284
18308	43 - 46	2018/1/15	0	1.119693866
18308	47 - 50	2018/1/15	0	-0.005487969
12984	35 - 38	2018/1/15	0	-0.033179863
12984	39 - 42	2018/1/15	2	0.532234022
12984	43 - 46	2018/1/15	3	0.37778904
13455	44	2018/1/15	0	0.52802455
13455	45	2018/1/15	1	0.339707831
16818	S	2018/1/15	0	1.798237164
16818	L	2018/1/15	1	10.27145106
16818	XL	2018/1/15	0	1.633587942
16818	2XL	2018/1/15	0	3.212297681
16030	S	2018/1/15	0	0.577768773
18923	XL	2018/1/15	0	0.046452544
15953	S ( 128-140 )	2018/1/15	0	0.055494107
15953	M ( 140-152 )	2018/1/15	0	0.310755245
11523	S ( 128-140 )	2018/1/15	0	0.037677099
11523	L ( 152-158 )	2018/1/15	0	0.404239658
11584	XL ( 158-170 )	2018/1/15	0	0.291299416
21446	176	2018/1/15	1	0.229111053
18477	158	2018/1/15	0	0.257259461
18477	164	2018/1/15	0	0.166638481
13891	4 ( 39-42 )	2018/1/15	0	-0.038794967
17027	M	2018/1/15	0	-0.040101991
18296	140/152	2018/1/15	0	0.025327434
18296	164/176	2018/1/15	0	-0.084250447
15583	L	2018/1/15	0	0.350350581
20578	S	2018/1/15	0	-0.004067903
22366	L	2018/1/15	0	-0.069431158
17592	S	2018/1/15	0	-0.024852481
17592	XL	2018/1/15	0	-0.039034498
22233	M	2018/1/15	0	0.263218003
18062	M	2018/1/15	0	-0.083148196
17153	M	2018/1/15	0	0.293949558
14013	M	2018/1/15	0	0.291171999
20912	XL	2018/1/15	0	0.032683733
19202	M	2018/1/15	0	0.101900697
19935	M	2018/1/15	0	-0.011298966
12537	42	2018/1/15	0	-0.052629522
12537	"42,5"	2018/1/15	0	-0.082557573
22591	M	2018/1/15	0	0.036645661
10809	S	2018/1/15	0	-0.089403718
10809	M	2018/1/15	0	0.173460139
10809	L	2018/1/15	0	-0.057323315
11411	S	2018/1/15	0	0.129235103
11411	M	2018/1/15	0	0.54457198
11411	L	2018/1/15	0	0.547759292
11411	XL	2018/1/15	0	0.009928717
12319	S	2018/1/15	0	-0.065018493
12319	M	2018/1/15	0	0.048906474
12319	L	2018/1/15	0	-0.109200195
20392	M	2018/1/15	0	0.172097841
20053	S	2018/1/15	0	0.182291852
20053	M	2018/1/15	1	0.400954674
20053	L	2018/1/15	0	0.118289384
20053	XL	2018/1/15	0	-0.112366989
12236	S	2018/1/15	0	0.458582232
12236	M	2018/1/15	5	0.559995234
12236	L	2018/1/15	0	0.548759369
12236	XL	2018/1/15	0	0.14870951
15946	M	2018/1/15	2	0.444918578
15946	L	2018/1/15	0	0.292556767
15946	XL	2018/1/15	0	0.199230528
11739	M	2018/1/15	1	0.060924809
11739	L	2018/1/15	0	0.112889497
20659	M	2018/1/15	0	0.089136233
20659	XL	2018/1/15	0	-0.129073479
19027	S	2018/1/15	0	0.234999177
19027	L	2018/1/15	2	0.27329826
19027	XL	2018/1/15	0	-0.093992854
10925	S	2018/1/15	0	0.169998781
10925	L	2018/1/15	0	-0.050741517
18076	S	2018/1/15	0	-0.08042934
17240	S	2018/1/15	0	0.219641245
17240	M	2018/1/15	0	0.570642579
17240	L	2018/1/15	1	0.558217658
17240	XL	2018/1/15	0	0.173866472
17240	2XL	2018/1/15	0	-0.093373359
13931	S	2018/1/15	0	0.245146302
22589	XL	2018/1/15	0	-0.005425764
17012	L	2018/1/15	0	-0.200677327
17012	XL	2018/1/15	0	-0.200147839
19581	XL ( 158-170 )	2018/1/15	0	0.022153924
22307	M ( 140-152 )	2018/1/15	0	0.084629683
22307	L ( 152-158 )	2018/1/15	0	0.149737344
15211	S ( 128-140 )	2018/1/15	0	-0.039870997
15211	XL ( 158-170 )	2018/1/15	0	0.005548963
10924	M ( 140-152 )	2018/1/15	0	-0.046222436
15438	L ( 152-158 )	2018/1/15	0	-0.088881017
15438	XL ( 158-170 )	2018/1/15	0	0.170512837
12552	L ( 152-158 )	2018/1/15	0	0.044374685
12552	XL ( 158-170 )	2018/1/15	0	0.071628663
16980	S	2018/1/15	0	0.031599333
16060	140	2018/1/15	0	-0.016690936
17019	S	2018/1/15	0	0.043298286
22102	M	2018/1/15	1	0.439996221
22102	L	2018/1/15	0	0.33306512
11450	S	2018/1/15	0	-0.133203428
11450	M	2018/1/15	0	0.054582863
14821	M	2018/1/15	0	0.124544896
14389	S	2018/1/15	0	0.094002532
14389	M	2018/1/15	0	0.05633142
14389	L	2018/1/15	0	0.09928188
19752	L	2018/1/15	0	-0.053068439
11193	M	2018/1/15	0	0.238967766
11193	L	2018/1/15	1	0.225211912
15567	M	2018/1/15	0	-0.002302129
11256	M	2018/1/15	1	0.601861813
17195	43 - 46	2018/1/15	1	0.389994404
13880	39 - 42	2018/1/15	0	0.097948403
12032	S	2018/1/15	1	0.737990586
20529	S	2018/1/15	0	0.100344832
20529	2XL	2018/1/15	0	0.026338716
12918	L	2018/1/15	12	5.109646286
12918	XL	2018/1/15	3	1.749964244
16473	S	2018/1/15	0	0.458160715
16473	M	2018/1/15	7	1.039342377
16473	XL	2018/1/15	4	0.168617005
13821	L	2018/1/15	4	0.842722934
13821	XL	2018/1/15	4	0.593176863
15292	S	2018/1/15	2	0.400410946
15292	M	2018/1/15	2	1.301144265
15292	L	2018/1/15	1	0.645032717
15292	XL	2018/1/15	0	0.235897834
14028	S	2018/1/15	2	0.561376281
14028	M	2018/1/15	10	0.682839478
14028	L	2018/1/15	3	1.410494167
11733	2XL	2018/1/15	0	0.113280807
15050	2XL	2018/1/15	0	0.12220566
14705	S	2018/1/15	0	0.246515111
14705	L	2018/1/15	7	0.209408527
10616	S	2018/1/15	0	0.056970257
10616	M	2018/1/15	0	0.126026529
10616	L	2018/1/15	2	0.014474155
10616	XL	2018/1/15	1	-0.054097095
18195	XL	2018/1/15	0	0.219744712
13532	L	2018/1/15	0	-0.138403136
14111	S ( 128-140 )	2018/1/15	0	0.08392533
14111	M ( 140-152 )	2018/1/15	0	0.19016663
14111	L ( 152-158 )	2018/1/15	2	0.331598262
14111	XL ( 158-170 )	2018/1/15	1	0.215547475
13136	XS ( 116-128 )	2018/1/15	0	0.068977192
13136	S ( 128-140 )	2018/1/15	0	0.05742592
13136	L ( 152-158 )	2018/1/15	1	0.084874868
13136	XL ( 158-170 )	2018/1/15	0	0.094628183
16737	M ( 140-152 )	2018/1/15	0	-0.014098505
16737	XL ( 158-170 )	2018/1/15	0	0.18344595
12689	L ( 152-158 )	2018/1/15	0	-0.113999297
12660	S	2018/1/15	0	0.170697452
15586	M	2018/1/15	0	0.275438524
11505	XL	2018/1/15	0	0.426186983
22100	35 - 38	2018/1/15	0	0.303495029
22100	39 - 42	2018/1/15	3	1.170818591
22100	43 - 46	2018/1/15	1	1.048380708
10979	39 - 42	2018/1/15	0	0.081198343
15396	39 - 42	2018/1/15	0	0.077244734
15396	43 - 46	2018/1/15	0	-0.170135795
12463	S	2018/1/15	0	0.120892099
12463	M	2018/1/15	0	0.732874823
12463	L	2018/1/15	0	0.698862332
12463	XL	2018/1/15	1	0.145928709
22190	39 - 42	2018/1/15	0	-0.115580884
16641	S ( 34/36 )	2018/1/15	0	0.017313592
22074	S	2018/1/15	0	-0.044847539
22074	L	2018/1/15	1	-0.089178632
20254	M	2018/1/15	0	-0.09058687
11034	2 ( 35-38 )	2018/1/15	2	0.096927359
11371	4 ( 43-46 )	2018/1/15	0	-0.064805744
12189	L	2018/1/15	0	0.191695648
12189	XL	2018/1/15	0	0.020132133
17489	L	2018/1/15	0	0.211348025
10615	176	2018/1/15	0	0.120816443
15219	152	2018/1/15	1	0.203471924
15219	176	2018/1/15	0	0.330349919
16797	176	2018/1/15	0	0.090640736
18888	176	2018/1/15	0	-0.028745856
13916	128	2018/1/15	0	0.046513586
13916	164	2018/1/15	0	0.45348687
13916	176	2018/1/15	0	0.250039799
11911	152	2018/1/15	0	-0.071906664
16817	164	2018/1/15	0	0.192335587
16663	176	2018/1/15	0	-0.010603623
17403	XL	2018/1/15	0	-0.029170181
13058	S	2018/1/15	0	0.045793551
13058	M	2018/1/15	0	0.122730923
13058	L	2018/1/15	1	0.186689132
13058	XL	2018/1/15	0	0.065686795
19266	M	2018/1/15	0	1.964001374
19266	L	2018/1/15	0	1.851811557
21799	L	2018/1/15	2	0.244350099
11395	M	2018/1/15	0	0.30486823
11613	140	2018/1/15	0	-0.113236902
14651	S	2018/1/15	0	0.007036023
19698	152	2018/1/15	0	0.074326211
15138	M	2018/1/15	0	0.025586774
15138	XL	2018/1/15	0	0.243099611
22317	00 ( 27-30 )	2018/1/15	0	0.215791371
22317	2 ( 37-39 )	2018/1/15	0	0.196485372
22317	3 ( 40-42 )	2018/1/15	0	0.239469382
22317	4 ( 43-45 )	2018/1/15	0	0.765595722
22128	3 ( 40-42 )	2018/1/15	1	-0.0240654
22128	5 ( 46-48 )	2018/1/15	0	0.074957205
20728	3 ( 40-42 )	2018/1/15	0	0.191853861
20728	4 ( 43-45 )	2018/1/15	0	0.172098279
19992	L	2018/1/15	0	0.879861045
19507	L	2018/1/15	0	0.417135414
11198	L	2018/1/15	0	0.268852955
10391	140	2018/1/15	0	0.213710004
14422	164	2018/1/15	0	0.19911118
11472	4 ( 43-45 )	2018/1/15	6	0.316371632
14718	L	2018/1/15	0	-0.138810524
12988	00 ( 27-30 )	2018/1/15	0	0.28157948
12988	2 ( 37-39 )	2018/1/15	0	0.50722238
12988	3 ( 40-42 )	2018/1/15	15	1.584999159
12988	5 ( 46-48 )	2018/1/15	0	0.597348913
16385	00 ( 27-30 )	2018/1/15	0	0.132974338
16385	0 ( 31-33 )	2018/1/15	0	0.032735685
16385	1 ( 34-36 )	2018/1/15	0	-0.004827668
19235	L	2018/1/15	3	0.725189788
19235	XL	2018/1/15	1	0.129735956
19235	2XL	2018/1/15	2	0.058004156
17173	S	2018/1/15	3	0.704973095
17173	M	2018/1/15	34	5.310920367
17173	L	2018/1/15	1	1.590786843
17173	2XL	2018/1/15	2	0.532135905
21227	S	2018/1/15	0	0.390825443
21227	M	2018/1/15	4	1.363683675
21227	L	2018/1/15	7	2.567054669
14501	M	2018/1/15	7	2.466894455
14501	L	2018/1/15	7	0.580749938
16462	XL	2018/1/15	0	0.670067002
11426	S	2018/1/15	3	0.112290005
11426	2XL	2018/1/15	1	0.133636021
11582	176	2018/1/15	0	0.409461519
11604	S	2018/1/15	3	0.636602859
21477	L	2018/1/15	14	0.747540412
21477	2XL	2018/1/15	7	0.198834941
11935	S	2018/1/15	0	0.251547189
11935	L	2018/1/15	4	0.295604299
11935	XL	2018/1/15	0	0.676836859
18471	L	2018/1/15	1	-0.142422371
22624	2 ( 37-39 )	2018/1/15	0	0.042417057
15057	XL	2018/1/15	0	0.16360238
15029	140	2018/1/15	0	-0.042753139
15029	152	2018/1/15	1	0.189796384
15029	164	2018/1/15	0	0.129484227
20422	152	2018/1/15	0	0.503629647
20422	164	2018/1/15	0	0.599348479
20422	176	2018/1/15	0	0.632297611
16449	140	2018/1/15	0	0.04914261
16449	152	2018/1/15	0	0.005674269
16449	176	2018/1/15	0	-0.011641065
13775	176	2018/1/15	1	0.912863597
13195	164	2018/1/15	2	1.156770269
21225	2 ( 37-39 )	2018/1/15	0	0.1116519
13508	S	2018/1/15	0	-0.021257132
13508	M	2018/1/15	0	0.500211627
13508	L	2018/1/15	0	0.423192009
20342	XL	2018/1/15	0	0.153988532
10158	XL	2018/1/15	0	0.070644286
14264	XL	2018/1/15	4	0.689430222
11669	XL	2018/1/15	1	0.300804251
21666	M	2018/1/15	0	0.303645718
16942	152	2018/1/15	0	0.118933936
22420	S	2018/1/15	2	0.392935807
22420	M	2018/1/15	1	0.46156197
22420	L	2018/1/15	0	0.491159301
22420	XL	2018/1/15	0	0.436565812
16806	M	2018/1/15	0	0.382068751
12401	L	2018/1/15	0	0.538443517
12717	152	2018/1/15	0	0.101451883
12717	164	2018/1/15	0	0.492317662
11067	152	2018/1/15	0	0.037055723
22842	XS	2018/1/15	0	0.091858577
22842	M	2018/1/15	3	1.389038511
10396	2XL	2018/1/15	0	0.419241281
19063	M	2018/1/15	0	0.06832823
21918	S	2018/1/15	0	0.117428537
21547	L	2018/1/15	0	-0.00617872
11091	42	2018/1/15	0	-0.071850666
12730	44	2018/1/15	1	0.111125942
13199	"40,5"	2018/1/15	0	0.471716164
20470	S	2018/1/15	1	-0.013571161
20470	M	2018/1/15	2	0.690014636
13284	M	2018/1/15	3	1.312671506
13284	L	2018/1/15	1	3.705236939
13284	XL	2018/1/15	0	0.777703588
13284	2XL	2018/1/15	0	0.021453817
14815	S	2018/1/15	0	0.023286892
14815	M	2018/1/15	0	0.426088391
14815	L	2018/1/15	2	0.311291594
14815	XL	2018/1/15	0	0.223031229
14261	S	2018/1/15	1	0.210434781
14261	M	2018/1/15	0	0.870994198
14261	L	2018/1/15	0	0.407367315
14261	XL	2018/1/15	0	0.068135555
21858	S	2018/1/15	0	0.442700035
21858	M	2018/1/15	0	0.45397288
21858	L	2018/1/15	0	0.372191636
21858	XL	2018/1/15	0	0.20453759
21858	2XL	2018/1/15	0	0.496004837
15141	S	2018/1/15	0	0.501248165
15141	M	2018/1/15	1	0.696930116
15141	L	2018/1/15	1	0.507107446
15141	XL	2018/1/15	0	0.542359163
15141	2XL	2018/1/15	0	0.289014878
15049	M	2018/1/15	0	0.221670722
15049	L	2018/1/15	1	0.206861705
15049	XL	2018/1/15	0	-0.075790275
10794	S ( 128-140 )	2018/1/15	0	0.313096336
10794	M ( 140-152 )	2018/1/15	0	0.392402677
10794	L ( 152-158 )	2018/1/15	0	0.638574038
10794	XL ( 158-170 )	2018/1/15	0	0.635005488
13189	M ( 140-152 )	2018/1/15	0	-0.115622798
13418	XL ( 158-170 )	2018/1/15	0	-0.053998266
15757	S ( 128-140 )	2018/1/15	0	0.026804654
15757	M ( 140-152 )	2018/1/15	0	0.158649935
17572	S ( 128-140 )	2018/1/15	0	0.043038002
17572	L ( 152-158 )	2018/1/15	0	0.084743188
15614	S	2018/1/15	0	0.22045558
15614	M	2018/1/15	0	0.435756211
15614	L	2018/1/15	0	0.369035264
11173	M	2018/1/15	1	0.328295599
11173	L	2018/1/15	0	0.199370435
11148	M	2018/1/15	0	-0.100737209
14315	M	2018/1/15	0	0.627095881
14315	XL	2018/1/15	0	0.027601063
21387	L	2018/1/15	0	0.700029413
21387	XL	2018/1/15	0	0.026883461
21387	2XL	2018/1/15	0	0.173573694
19368	L	2018/1/15	1	0.110892257
16051	M	2018/1/15	0	0.669428771
16051	L	2018/1/15	0	0.157732205
16051	2XL	2018/1/15	0	0.024520727
16853	S	2018/1/15	0	0.088317767
16853	L	2018/1/15	2	0.234779964
16853	XL	2018/1/15	0	0.106170713
20401	M	2018/1/15	0	0.114551636
20482	S	2018/1/15	0	0.012862193
20482	M	2018/1/15	0	0.250789122
17502	M	2018/1/15	1	0.24449805
20113	M	2018/1/15	0	0.087774
20685	S	2018/1/15	0	-0.115767174
20685	M	2018/1/15	0	-0.026147054
10447	S	2018/1/15	0	2.255471531
10447	L	2018/1/15	15	3.40688054
10447	XL	2018/1/15	10	2.105879807
10447	2XL	2018/1/15	4	0.311154204
10772	S	2018/1/15	0	0.541618468
10772	2XL	2018/1/15	2	0.054518834
19853	M	2018/1/15	2	0.258565427
19853	XL	2018/1/15	0	0.076867948
19853	2XL	2018/1/15	0	-0.046574919
10886	M	2018/1/15	0	0.542340699
21111	M	2018/1/15	0	0.564827536
18982	2XL	2018/1/15	1	-0.015929212
19678	S	2018/1/15	1	0.127409066
19678	M	2018/1/15	0	0.377781651
19678	L	2018/1/15	3	0.457109914
19678	XL	2018/1/15	0	0.126225714
16302	S	2018/1/15	1	0.123146023
16302	L	2018/1/15	3	0.264974036
22069	L	2018/1/15	0	-0.180445662
12025	S	2018/1/15	0	0.23366754
13758	L	2018/1/15	0	0.283456368
10759	2XL	2018/1/15	0	0.19793522
12653	S	2018/1/15	0	0.320156888
12653	2XL	2018/1/15	0	0.183929355
11762	S	2018/1/15	0	0.189524814
11762	L	2018/1/15	2	0.834817304
14510	S	2018/1/15	0	0.156658593
14510	M	2018/1/15	0	0.232499278
14510	XL	2018/1/15	0	0.071625034
16349	S	2018/1/15	0	0.104670739
16349	M	2018/1/15	0	0.213697772
12328	M	2018/1/15	1	0.220007513
11037	L	2018/1/15	1	0.329684849
15121	S	2018/1/15	0	0.042316853
17933	L	2018/1/15	0	0.590561912
18504	S	2018/1/15	0	-0.002441619
18504	M	2018/1/15	0	0.311509267
20548	M	2018/1/15	0	0.156936708
20548	L	2018/1/15	0	0.276528464
17030	M	2018/1/15	0	-0.019788926
11035	L	2018/1/15	0	0.41905823
18375	S	2018/1/15	0	0.158724074
13372	M	2018/1/15	0	0.272422623
11629	2XL	2018/1/15	0	-0.025038969
14011	M	2018/1/15	0	0.224070637
15974	M	2018/1/15	5	2.008165978
15974	L	2018/1/15	7	1.760709926
18091	S	2018/1/15	0	0.021922503
18091	L	2018/1/15	0	0.516648651
18856	S	2018/1/15	0	0.250084596
18856	M	2018/1/15	1	0.280548769
18856	L	2018/1/15	1	0.254647734
18856	2XL	2018/1/15	0	-0.022815497
19018	M	2018/1/15	0	0.258608572
19018	L	2018/1/15	1	0.249037665
18105	S	2018/1/15	1	4.272565473
18105	XL	2018/1/15	1	1.599477424
18105	2XL	2018/1/15	0	0.237682393
18395	S	2018/1/15	0	0.498737024
19288	S	2018/1/15	0	1.682831588
19288	M	2018/1/15	30	8.631063508
19288	2XL	2018/1/15	0	0.100534895
20223	S	2018/1/15	1	0.217332294
15408	S	2018/1/15	0	0.542425462
15017	S	2018/1/15	0	-0.084204322
20734	M	2018/1/15	2	0.244843109
13795	L ( 152-158 )	2018/1/15	0	-0.03969516
15493	M ( 140-152 )	2018/1/15	0	0.228255295
15493	L ( 152-158 )	2018/1/15	0	0.460382718
15493	XL ( 158-170 )	2018/1/15	1	0.186264601
13544	L ( 152-158 )	2018/1/15	0	0.099222964
10285	XL ( 158-170 )	2018/1/15	0	0.084937343
22435	XL ( 158-170 )	2018/1/15	0	0.392417112
10051	XL ( 158-170 )	2018/1/15	0	0.280790851
18756	L ( 152-158 )	2018/1/15	0	0.114664047
11920	L ( 152-158 )	2018/1/15	0	0.119071189
11920	XL ( 158-170 )	2018/1/15	0	0.004753511
21102	M ( 140-152 )	2018/1/15	2	0.017143286
21102	L ( 152-158 )	2018/1/15	0	0.125051643
21102	XL ( 158-170 )	2018/1/15	0	0.190824263
11708	XL ( 158-170 )	2018/1/15	0	0.080234675
15669	M ( 140-152 )	2018/1/15	0	0.000491299
15669	L ( 152-158 )	2018/1/15	0	0.045984576
19506	XS ( 116-128 )	2018/1/15	0	0.115640645
19506	S ( 128-140 )	2018/1/15	0	0.176550721
19506	M ( 140-152 )	2018/1/15	1	0.240437487
19506	L ( 152-158 )	2018/1/15	3	0.689527419
19506	XL ( 158-170 )	2018/1/15	3	0.524549981
22625	XL ( 158-170 )	2018/1/15	1	0.018978649
10164	S ( 128-140 )	2018/1/15	0	0.264277851
10164	M ( 140-152 )	2018/1/15	0	-0.043733727
10164	L ( 152-158 )	2018/1/15	0	-0.00353672
17811	L ( 152-158 )	2018/1/15	0	0.070718546
12015	L ( 152-158 )	2018/1/15	0	0.044693301
12015	XL ( 158-170 )	2018/1/15	0	0.071681732
16378	XL ( 158-170 )	2018/1/15	0	0.060705338
22629	XL ( 158-170 )	2018/1/15	0	0.018212332
13798	XL ( 158-170 )	2018/1/15	0	0.092201515
14648	L ( 152-158 )	2018/1/15	0	0.007171189
14648	XL ( 158-170 )	2018/1/15	1	0.162841034
20305	L ( 152-158 )	2018/1/15	0	0.045696627
15321	S ( 128-140 )	2018/1/15	0	0.082527706
15321	M ( 140-152 )	2018/1/15	0	0.15168485
11324	XL ( 158-170 )	2018/1/15	0	0.386929719
18024	M ( 140-152 )	2018/1/15	0	0.031544881
18024	L ( 152-158 )	2018/1/15	0	0.056286343
18024	XL ( 158-170 )	2018/1/15	0	0.063866059
20381	L ( 40/42 )	2018/1/15	0	0.075558635
16799	L ( 152-158 )	2018/1/15	0	0.497941916
16799	XL ( 158-170 )	2018/1/15	0	0.295433305
15933	XL ( 158-170 )	2018/1/15	0	0.147595889
21317	M	2018/1/15	0	-0.001647685
16032	L	2018/1/15	1	-0.06618653
11368	2XL	2018/1/15	0	0.01288351
18321	S	2018/1/15	0	-0.127770241
21634	14/16 (164-176)	2018/1/15	0	0.047448565
10936	M	2018/1/15	0	0.495192633
18720	L	2018/1/15	0	-0.004501688
13109	14/16 (164-176)	2018/1/15	0	0.306559049
22161	14/16 (164-176)	2018/1/15	0	0.037730931
20042	3 ( 40-42 )	2018/1/15	0	0.140188625
20042	4 ( 43-45 )	2018/1/15	0	0.227226328
13313	M	2018/1/15	0	0.102459922
14639	XL	2018/1/15	0	-0.071502595
21139	L	2018/1/15	0	-0.047628214
16765	164	2018/1/15	0	-0.054069574
16979	164	2018/1/15	0	0.00295637
15631	M	2018/1/15	0	-0.075629823
11580	M	2018/1/15	0	0.017094958
15975	38	2018/1/15	0	-0.080405425
21588	XL	2018/1/15	0	-0.246121804
21588	2XL	2018/1/15	0	0.121016522
10610	164	2018/1/15	0	0.136753584
17985	M	2018/1/15	1	0.389629901
17985	L	2018/1/15	0	0.322666616
11073	M	2018/1/15	0	-0.049236343
17343	M	2018/1/15	0	0.036272591
12675	L	2018/1/15	1	0.300522852
12675	XL	2018/1/15	0	-0.031514953
16101	S	2018/1/15	0	-0.047464118
16101	XL	2018/1/15	0	-0.035983555
18634	42	2018/1/15	0	-0.068201029
20767	39	2018/1/15	0	0.044554648
11955	43	2018/1/15	0	0.076092908
22614	XS ( 116-128 )	2018/1/15	0	0.063425156
22614	S ( 128-140 )	2018/1/15	0	0.25355167
22614	M ( 140-152 )	2018/1/15	0	0.582509656
22614	L ( 152-158 )	2018/1/15	1	0.782066035
22614	XL ( 158-170 )	2018/1/15	1	0.571445123
22477	S	2018/1/15	0	0.186544923
22477	M	2018/1/15	0	0.329486273
22477	L	2018/1/15	0	0.274291925
22477	XL	2018/1/15	0	0.045127971
10686	S	2018/1/15	0	0.196277809
10686	M	2018/1/15	0	0.318934137
10686	L	2018/1/15	0	0.272125964
20017	M	2018/1/15	0	0.356117776
20017	L	2018/1/15	0	0.268694659
20017	XL	2018/1/15	0	0.191263876
15863	M ( 38/40 )	2018/1/15	0	0.112964566
18270	"42,5"	2018/1/15	0	-0.050006427
18270	44	2018/1/15	0	-0.157357928
15778	42	2018/1/15	0	-0.224642361
11158	"42,5"	2018/1/15	0	-0.168765927
10862	"42,5"	2018/1/15	0	-0.035442759
15775	39	2018/1/15	0	-0.027352667
14923	"37,5"	2018/1/15	0	-0.065707124
14923	43	2018/1/15	0	-0.297210095
14923	"44,5"	2018/1/15	0	-0.193393097
14923	45	2018/1/15	0	-0.209329731
13902	"42,5"	2018/1/15	0	0.045742335
18628	38	2018/1/15	0	0.228365544
18016	M	2018/1/15	0	-0.033673438
12558	L	2018/1/15	0	0.070312387
18481	M	2018/1/15	1	0.388580013
18481	L	2018/1/15	3	0.262876814
18824	5 ( 43-46 )	2018/1/15	1	-0.157753791
13064	S	2018/1/15	0	0.060311486
