pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate|Product Type|Generalized Size
15930|47|schwarz|Nike|114.23|1|2|4.0|1|2017-10-01||
15933|M ( 140-152 )|rot|Nike|63.43|1|7|14.0|1|2017-10-01|C|
15933|XL ( 158-170 )|rot|Nike|63.43|1|7|14.0|1|2017-10-01|C|
15934|XL|weiss|Nike|126.93|9|10|22.0|3|2017-10-01|C|
15935|44|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|4.0
15935|44,5|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|4.0
15936|M ( 140-152 )|schwarz|Nike|69.78|9|10|14.0|1|2017-10-01|C|
15942|164|schwarz|adidas|63.43|1|7|28.0|1|2017-10-01|C|
15944|2XL|rot|adidas|29.14|1|7|21.0|11|2017-10-01|C|
15944|L|rot|adidas|29.14|1|7|21.0|104|2017-10-01|C|
15944|M|rot|adidas|29.14|1|7|21.0|88|2017-10-01|C|
15944|S|rot|adidas|29.14|1|7|21.0|20|2017-10-01|C|
15944|XL|rot|adidas|29.14|1|7|21.0|35|2017-10-01|C|
15946|L|weiss|PUMA|44.38|15|33||8|2017-10-01||
15946|M|weiss|PUMA|44.38|15|33||12|2017-10-01||
15946|S|weiss|PUMA|44.38|15|33||1|2017-10-01||
15946|XL|weiss|PUMA|44.38|15|33||5|2017-10-01||
15950|L ( 152-158 )|blau|Nike|25.33|1|7|8.0|1|2017-10-01|C|
15950|XL ( 158-170 )|blau|Nike|25.33|1|7|8.0|1|2017-10-01|C|
15951|2XL|blau|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
15953|L ( 152-158 )|schwarz|Nike|50.73|1|7|22.0|3|2017-10-01|C|
15953|M ( 140-152 )|schwarz|Nike|50.73|1|7|22.0|8|2017-10-01|C|
15953|S ( 128-140 )|schwarz|Nike|50.73|1|7|22.0|7|2017-10-01|C|
15953|XS ( 116-128 )|schwarz|Nike|50.73|1|7|22.0|1|2017-10-01|C|
15954|L|rot|Nike|50.73|9|10|35.0|1|2017-10-01|C|
15954|M|rot|Nike|50.73|9|10|35.0|1|2017-10-01|C|
15955|36,5|orange|Nike|222.18|1|37|3.0|1|2017-10-01|S|1.0
15955|38|orange|Nike|222.18|1|37|3.0|1|2017-10-01|S|1.0
15955|38,5|orange|Nike|222.18|1|37|3.0|2|2017-10-01|S|1.0
15956|43|grau|Jordan|145.98|9|18|32.0|1|2017-10-01|S|3.0
15956|45,5|grau|Jordan|145.98|9|18|32.0|1|2017-10-01|S|4.0
15957|44 2/3|grau|adidas|114.23|9|18|32.0|1|2017-12-19|S|4.0
15957|45 1/3|grau|adidas|114.23|9|18|32.0|1|2017-12-19|S|4.0
15958|42|schwarz|Nike|380.93|1|2|4.0|2|2017-10-01||
15958|43|schwarz|Nike|380.93|1|2|4.0|1|2017-10-01||
15958|44,5|schwarz|Nike|380.93|1|2|4.0|1|2017-10-01||
15961|43|weiss|Mizuno|253.93|1|2|3.0|1|2017-10-01|S|3.0
15962|L|grau|Nike|76.13|9|10|14.0|6|2017-10-01|C|
15962|M|grau|Nike|76.13|9|10|14.0|1|2017-10-01|C|
15962|S|grau|Nike|76.13|9|10|14.0|2|2017-10-01|C|
15962|XL|grau|Nike|76.13|9|10|14.0|1|2017-10-01|C|
15968|42 2/3|schwarz|adidas|114.23|1|2|39.0|1|2017-11-22|S|3.0
15968|43 1/3|schwarz|adidas|114.23|1|2|39.0|1|2017-11-22|S|3.0
15968|44|schwarz|adidas|114.23|1|2|39.0|2|2017-11-22|S|4.0
15968|44 2/3|schwarz|adidas|114.23|1|2|39.0|1|2017-11-22|S|4.0
15968|45 1/3|schwarz|adidas|114.23|1|2|39.0|1|2017-11-22|S|4.0
15969|M|weiss|Stance|20.25|9|10|11.0|1|2017-10-01|A|3.0
15971|41|schwarz|Nike|126.93|1|2|5.0|1|2018-01-18|S|3.0
15971|42|schwarz|Nike|126.93|1|2|5.0|3|2018-01-18|S|3.0
15971|42,5|schwarz|Nike|126.93|1|2|5.0|3|2018-01-18|S|3.0
15971|43|schwarz|Nike|126.93|1|2|5.0|4|2018-01-18|S|3.0
15971|44|schwarz|Nike|126.93|1|2|5.0|5|2018-01-18|S|4.0
15971|44,5|schwarz|Nike|126.93|1|2|5.0|3|2018-01-18|S|4.0
15971|45|schwarz|Nike|126.93|1|2|5.0|2|2018-01-18|S|4.0
15971|45,5|schwarz|Nike|126.93|1|2|5.0|1|2018-01-18|S|4.0
15971|46|schwarz|Nike|126.93|1|2|5.0|1|2018-01-18|S|4.0
15973|L|blau|adidas|22.79|1|7|21.0|4|2017-10-24|C|
15973|M|blau|adidas|22.79|1|7|21.0|2|2017-10-24|C|
15973|XL|blau|adidas|22.79|1|7|21.0|2|2017-10-24|C|
15974|2XL|schwarz|Nike|25.33|1|7|8.0|16|2017-10-01|C|
15974|L|schwarz|Nike|25.33|1|7|8.0|40|2017-10-01|C|
15974|M|schwarz|Nike|25.33|1|7|8.0|28|2017-10-01|C|
15974|S|schwarz|Nike|25.33|1|7|8.0|2|2017-10-01|C|
15974|XL|schwarz|Nike|25.33|1|7|8.0|21|2017-10-01|C|
15975|36|schwarz|Jako|50.73|1|7|16.0|1|2017-10-01|C|
15975|38|schwarz|Jako|50.73|1|7|16.0|2|2017-10-01|C|
15975|40|schwarz|Jako|50.73|1|7|16.0|1|2017-10-01|C|
15975|42|schwarz|Jako|50.73|1|7|16.0|1|2017-10-01|C|
15978|46|weiss|Nike|222.18|1|2|5.0|1|2017-10-01|S|4.0
15980|L ( 42-46 )|schwarz|Jordan|20.25|9|10|11.0|1|2017-10-01|A|4.0
15982|6/8 (116-128)|tuerkis|Hummel|22.79|1|7|21.0|1|2017-10-01|C|
15983|L|rot|adidas|63.43|1|7|22.0|1|2017-10-19|C|
15983|M|rot|adidas|63.43|1|7|22.0|2|2017-10-19|C|
15984|2XL|weiss|Nike|44.38|15|33||2|2017-12-05||
15984|L|weiss|Nike|44.38|15|33||28|2017-12-05||
15984|M|weiss|Nike|44.38|15|33||48|2017-12-05||
15984|S|weiss|Nike|44.38|15|33||7|2017-12-05||
15984|XL|weiss|Nike|44.38|15|33||9|2017-12-05||
15988|5 ( 43-46 )|blau|Jako|10.09|1|7|13.0|2|2017-10-01|A|4.0
15990|S|rot|Nike|50.73|15|16||1|2017-10-01||
15990|XL|rot|Nike|50.73|15|16||1|2017-10-01||
15992|38,5|weiss|Nike|32.95|9|18|32.0|1|2017-10-01|S|1.0
15992|40|weiss|Nike|32.95|9|18|32.0|1|2017-10-01|S|2.0
15992|41|weiss|Nike|32.95|9|18|32.0|1|2017-10-01|S|3.0
15992|42,5|weiss|Nike|32.95|9|18|32.0|3|2017-10-01|S|3.0
15992|44|weiss|Nike|32.95|9|18|32.0|1|2017-10-01|S|4.0
15992|45|weiss|Nike|32.95|9|18|32.0|1|2017-10-01|S|4.0
15996||schwarz|Uhlsport|6.28|1|2|27.0|3|2017-10-01|S|
15999|35|grau|Nike|69.78|1|37|3.0|2|2017-10-01|S|0.0
16000|L|grau|Nike|82.48|15|16||1|2017-10-01||
16000|M|grau|Nike|82.48|15|16||2|2017-10-01||
16003|S ( 34/36 )|lila|Nike|88.83|15|16||1|2017-10-01||
16003|XS ( 32/34 )|lila|Nike|88.83|15|16||1|2017-10-01||
16006|M|grau|Jordan|38.03|9|10|25.0|1|2017-12-07|C|
16007|L|blau|Jako|63.43|1|7|20.0|1|2017-10-01|C|
16007|XL|blau|Jako|63.43|1|7|20.0|1|2017-10-01|C|
16008|M|orange|Uhlsport|35.49|1|7|17.0|1|2017-10-01|C|
16009|L|tuerkis|Nike|69.78|1|7|40.0|1|2017-10-01|C|
16009|M|tuerkis|Nike|69.78|1|7|40.0|1|2017-10-01|C|
16011|38|blau|adidas|38.03|9|10|25.0|1|2017-10-01|C|
16019|35|weiss|adidas|57.08|1|37|3.0|1|2017-10-01|S|0.0
16019|37 1/3|weiss|adidas|57.08|1|37|3.0|1|2017-10-01|S|1.0
16019|38 2/3|weiss|adidas|57.08|1|37|3.0|1|2017-10-01|S|1.0
16020|XL|rot|PUMA|31.68|1|7|25.0|1|2017-10-01|C|
16023|40|schwarz|Nike|139.63|9|37|32.0|1|2017-10-01|S|2.0
16025|38,5|schwarz|Nike|101.53|9|37|32.0|1|2017-10-01|S|1.0
16025|39|schwarz|Nike|101.53|9|37|32.0|1|2017-10-01|S|2.0
16026|44,5|gelb|Nike|76.13|1|2|3.0|1|2017-10-01|S|4.0
16027|43|blau|Nike|311.08|1|2|3.0|1|2017-10-01|S|3.0
16027|44|blau|Nike|311.08|1|2|3.0|1|2017-10-01|S|4.0
16030|L|blau|Nike|63.43|1|7|22.0|4|2017-10-01|C|
16030|S|blau|Nike|63.43|1|7|22.0|1|2017-10-01|C|
16030|XL|blau|Nike|63.43|1|7|22.0|1|2017-10-01|C|
16032|L|rot|Nike|76.13|1|7|22.0|1|2017-10-01|C|
16034|45|grau|New Balance|126.93|9|18|32.0|1|2017-10-01|S|4.0
16036|44 2/3|blau|adidas|419.03|1|2|4.0|1|2017-10-01||
16036|45 1/3|blau|adidas|419.03|1|2|4.0|1|2017-10-01||
16041|L|rot|PUMA|54.54|1|7|14.0|1|2017-10-01|C|
16042|42 2/3|rot|adidas|152.33|9|18|32.0|1|2017-10-01|S|3.0
16043|40|weiss|adidas|317.43|1|2|3.0|1|2017-10-01|S|2.0
16045|40 2/3|schwarz|adidas|63.43|1|2|3.0|1|2017-11-21|S|2.0
16047|164|schwarz|Jako|50.73|1|7|16.0|1|2017-10-01|C|
16049|L|blau|Nike|50.73|1|7|22.0|5|2017-10-01|C|
16049|M|blau|Nike|50.73|1|7|22.0|3|2017-10-01|C|
16049|XL|blau|Nike|50.73|1|7|22.0|1|2017-10-01|C|
16051|2XL|schwarz|Nike|31.68|1|7|21.0|1|2017-10-01|C|
16051|L|schwarz|Nike|31.68|1|7|21.0|37|2017-10-01|C|
16051|M|schwarz|Nike|31.68|1|7|21.0|11|2017-10-01|C|
16051|S|schwarz|Nike|31.68|1|7|21.0|2|2017-10-01|C|
16051|XL|schwarz|Nike|31.68|1|7|21.0|11|2017-10-01|C|
16056|140|blau|adidas|25.33|15|24||1|2017-10-01||
16056|152|blau|adidas|25.33|15|24||1|2017-10-01||
16056|164|blau|adidas|25.33|15|24||1|2017-10-01||
16056|176|blau|adidas|25.33|15|24||1|2017-10-01||
16060|140|schwarz|adidas|50.73|1|7|14.0|1|2017-10-01|C|
16066|40|weiss|Erima|44.38|1|7|8.0|1|2017-10-01|C|
16072|L|schwarz|adidas|38.03|1|7|16.0|1|2017-10-01|C|
16075|32|blau|Nike|88.83|1|37|6.0|1|2017-10-01|S|0.0
16075|34|blau|Nike|88.83|1|37|6.0|1|2017-10-01|S|0.0
16075|38,5|blau|Nike|88.83|1|37|6.0|1|2017-10-01|S|1.0
16082|M|blau|adidas|44.38|1|7|21.0|1|2017-10-01|C|
16087|L|blau|Nike|50.73|1|7|23.0|3|2017-10-01|C|
16087|M|blau|Nike|50.73|1|7|23.0|1|2017-10-01|C|
16087|S|blau|Nike|50.73|1|7|23.0|1|2017-10-01|C|
16088|L|rot|adidas|25.33|1|7|8.0|1|2017-10-01|C|
16088|M|rot|adidas|25.33|1|7|8.0|3|2017-10-01|C|
16088|XL|rot|adidas|25.33|1|7|8.0|5|2017-10-01|C|
16089|33|blau|Nike|69.78|1|37|5.0|1|2017-10-01|S|0.0
16089|34|blau|Nike|69.78|1|37|5.0|2|2017-10-01|S|0.0
16089|37,5|blau|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
16089|38|blau|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
16089|38,5|blau|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
16090|3|orange|PUMA|7.55|1|7|12.0|1|2017-10-01|A|3.0
16091|41|weiss|Nike|412.68|1|2|4.0|1|2017-10-01||
16091|42|weiss|Nike|412.68|1|2|4.0|1|2017-10-01||
16091|42,5|weiss|Nike|412.68|1|2|4.0|2|2017-10-01||
16091|43|weiss|Nike|412.68|1|2|4.0|4|2017-10-01||
16091|44|weiss|Nike|412.68|1|2|4.0|1|2017-10-01||
16091|44,5|weiss|Nike|412.68|1|2|4.0|1|2017-10-01||
16101|L|schwarz|Jako|50.73|15|33||1|2017-10-01||
16101|M|schwarz|Jako|50.73|15|33||2|2017-10-01||
16101|S|schwarz|Jako|50.73|15|33||2|2017-10-01||
16101|XL|schwarz|Jako|50.73|15|33||2|2017-10-01||
16103|128|weiss|adidas|21.52|1|7|8.0|3|2017-10-01|C|
16103|140|weiss|adidas|21.52|1|7|8.0|1|2017-10-01|C|
16103|152|weiss|adidas|21.52|1|7|8.0|2|2017-10-01|C|
16103|164|weiss|adidas|21.52|1|7|8.0|1|2017-10-01|C|
16107|39 1/3|blau|adidas|165.03|1|2|3.0|1|2017-10-01|S|2.0
16107|40|blau|adidas|165.03|1|2|3.0|2|2017-10-01|S|2.0
16107|42 2/3|blau|adidas|165.03|1|2|3.0|2|2017-10-01|S|3.0
16107|43 1/3|blau|adidas|165.03|1|2|3.0|1|2017-10-01|S|3.0
16107|44|blau|adidas|165.03|1|2|3.0|2|2017-10-01|S|4.0
16107|44 2/3|blau|adidas|165.03|1|2|3.0|1|2017-10-01|S|4.0
16107|47 1/3|blau|adidas|165.03|1|2|3.0|1|2017-10-01|S|5.0
16112|176|weiss|PUMA|31.68|15|16||1|2017-10-01||
16116|2|weiss|PUMA|7.55|1|7|12.0|1|2017-10-01|A|2.0
16116|3|weiss|PUMA|7.55|1|7|12.0|5|2017-10-01|A|3.0
16116|4|weiss|PUMA|7.55|1|7|12.0|1|2017-10-01|A|4.0
16120|43|silber|Under Armour|253.93|1|2|3.0|1|2017-10-01|S|3.0
16125|2XL|schwarz|Nike|44.38|15|33||1|2017-10-01||
16125|L|schwarz|Nike|44.38|15|33||204|2017-10-01||
16125|M|schwarz|Nike|44.38|15|33||145|2017-10-01||
16125|S|schwarz|Nike|44.38|15|33||22|2017-10-01||
16125|XL|schwarz|Nike|44.38|15|33||62|2017-10-01||
16126|37,5|schwarz|Nike|126.93|9|36|32.0|1|2017-10-01|S|1.0
16126|38|schwarz|Nike|126.93|9|36|32.0|2|2017-10-01|S|1.0
16128|44,5|khaki|Nike|101.53|9|18|32.0|1|2017-10-01|S|4.0
16129|S|schwarz|Uhlsport|44.38|1|7|14.0|2|2017-10-01|C|
16130|41|schwarz|Nike|88.83|1|2|6.0|1|2018-01-18|S|3.0
16130|42|schwarz|Nike|88.83|1|2|6.0|2|2018-01-18|S|3.0
16130|42,5|schwarz|Nike|88.83|1|2|6.0|3|2018-01-18|S|3.0
16131|128|weiss|adidas|18.98|1|7|21.0|1|2017-10-01|C|
16131|164|weiss|adidas|18.98|1|7|21.0|2|2017-10-01|C|
16132|2XL|schwarz|adidas|82.48|1|7|14.0|2|2017-10-01|C|
16132|L|schwarz|adidas|82.48|1|7|14.0|2|2017-10-01|C|
16132|M|schwarz|adidas|82.48|1|7|14.0|4|2017-10-01|C|
16132|S|schwarz|adidas|82.48|1|7|14.0|1|2017-10-01|C|
16132|XL|schwarz|adidas|82.48|1|7|14.0|1|2017-10-01|C|
16141|42,5|braun|Nike|139.63|9|18|32.0|1|2017-10-01|S|3.0
16145|46|schwarz|Nike|317.43|1|2|3.0|2|2017-11-15|S|4.0
16149|L|schwarz|adidas|76.13|1|7|14.0|1|2017-10-23|C|
16149|M|schwarz|adidas|76.13|1|7|14.0|3|2017-10-23|C|
16149|S|schwarz|adidas|76.13|1|7|14.0|1|2017-10-23|C|
16149|XS|schwarz|adidas|76.13|1|7|14.0|1|2017-10-23|C|
16153|34|blau|Nike|88.83|1|37|5.0|1|2017-10-01|S|0.0
16153|36,5|blau|Nike|88.83|1|37|5.0|1|2017-10-01|S|1.0
16154|41 1/3|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|3.0
16154|42|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|3.0
16154|43 1/3|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|3.0
16154|44|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|4.0
16154|44 2/3|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|4.0
16154|45 1/3|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|4.0
16154|46|schwarz|adidas|114.23|1|2|5.0|1|2017-11-21|S|4.0
16155|XL|rot|Jako|13.9|1|7|25.0|1|2017-10-01|C|
16157|41 1/3|schwarz|adidas|279.33|1|2|4.0|1|2017-10-01||
16157|42|schwarz|adidas|279.33|1|2|4.0|1|2017-10-01||
16157|43 1/3|schwarz|adidas|279.33|1|2|4.0|1|2017-10-01||
16157|44|schwarz|adidas|279.33|1|2|4.0|12|2017-10-01||
16160|2XL|schwarz|Uhlsport|27.87|1|7|21.0|1|2017-10-01|C|
16161|128|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
16161|152|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
16161|164|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
16162|44 2/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
16163|M|weiss|Erima|31.68|15|16||1|2017-10-01||
16163|S|weiss|Erima|31.68|15|16||1|2017-10-01||
16166|140|blau|adidas|25.33|1|7|21.0|1|2017-10-01|C|
16166|152|blau|adidas|25.33|1|7|21.0|1|2017-10-01|C|
16166|164|blau|adidas|25.33|1|7|21.0|11|2017-10-01|C|
16170|L ( 42-46 )|schwarz|Jordan|20.25|9|10|11.0|5|2017-10-01|A|4.0
16170|M ( 38-42 )|schwarz|Jordan|20.25|9|10|11.0|3|2017-10-01|A|3.0
16172|2XL|rot|Nike|57.08|1|7|22.0|1|2017-10-01|C|
16172|L|rot|Nike|57.08|1|7|22.0|7|2017-10-01|C|
16172|M|rot|Nike|57.08|1|7|22.0|1|2017-10-01|C|
16172|S|rot|Nike|57.08|1|7|22.0|1|2017-10-01|C|
16177|M ( 38/40 )|rot|Nike|50.73|1|7|14.0|1|2017-11-21|C|
16179|164|rot|adidas|25.33|15|24||1|2017-10-01||
16180|39 1/3|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|2.0
16180|40|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|2.0
16180|40 2/3|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|2.0
16180|41 1/3|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|3.0
16180|43 1/3|gold|adidas|101.53|1|2|3.0|2|2017-11-23|S|3.0
16180|44|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|4.0
16180|44 2/3|gold|adidas|101.53|1|2|3.0|1|2017-11-23|S|4.0
16184|0 ( Bambini )|weiss|Jako|6.28|1|7|13.0|3|2017-10-01|A|0.0
16184|1 ( Junior)|weiss|Jako|6.28|1|7|13.0|1|2017-10-01|A|1.0
16184|2 ( Senior )|weiss|Jako|6.28|1|7|13.0|2|2017-10-01|A|2.0
16187|M|schwarz|adidas|50.73|1|7|22.0|2|2017-10-30|C|
16192|L|gelb|Nike|69.78|1|7|40.0|1|2017-10-01|C|
16193|41|khaki|Nike|177.73|9|18|32.0|1|2017-10-01|S|3.0
16193|45,5|khaki|Nike|177.73|9|18|32.0|1|2017-10-01|S|4.0
16195|L ( 40/42 )|schwarz|Nike|44.38|9|10|35.0|1|2017-10-01|C|
16195|S ( 34/36 )|schwarz|Nike|44.38|9|10|35.0|1|2017-10-01|C|
16195|XS ( 32/34 )|schwarz|Nike|44.38|9|10|35.0|1|2017-10-01|C|
16197|M|lila|Jako|38.03|15|33||1|2017-10-01||
16197|S|lila|Jako|38.03|15|33||1|2017-10-01||
16206|41 1/3|gelb|adidas|101.53|1|2|39.0|1|2017-10-01|S|3.0
16206|44|gelb|adidas|101.53|1|2|39.0|1|2017-10-01|S|4.0
16206|46 2/3|gelb|adidas|101.53|1|2|39.0|1|2017-10-01|S|4.0
16207|42|weiss|adidas|120.58|9|18|32.0|1|2017-10-01|S|3.0
16207|42 2/3|weiss|adidas|120.58|9|18|32.0|1|2017-10-01|S|3.0
16207|43 1/3|weiss|adidas|120.58|9|18|32.0|1|2017-10-01|S|3.0
16207|44|weiss|adidas|120.58|9|18|32.0|1|2017-10-01|S|4.0
16208|S|grau|Nike|107.88|9|10|14.0|1|2017-10-01|C|
16209|S|blau|Nike|50.73|15|16||1|2017-10-01||
16209|XL|blau|Nike|50.73|15|16||3|2017-10-01||
16210|39 1/3|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|2.0
16210|40|schwarz|adidas|114.23|1|2|6.0|2|2017-11-16|S|2.0
16210|40 2/3|schwarz|adidas|114.23|1|2|6.0|2|2017-11-16|S|2.0
16210|41 1/3|schwarz|adidas|114.23|1|2|6.0|3|2017-11-16|S|3.0
16210|42|schwarz|adidas|114.23|1|2|6.0|3|2017-11-16|S|3.0
16210|42 2/3|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|3.0
16210|43 1/3|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|3.0
16210|44|schwarz|adidas|114.23|1|2|6.0|2|2017-11-16|S|4.0
16210|44 2/3|schwarz|adidas|114.23|1|2|6.0|3|2017-11-16|S|4.0
16210|45 1/3|schwarz|adidas|114.23|1|2|6.0|3|2017-11-16|S|4.0
16210|46|schwarz|adidas|114.23|1|2|6.0|3|2017-11-16|S|4.0
16210|46 2/3|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|4.0
16210|47 1/3|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|5.0
16210|48|schwarz|adidas|114.23|1|2|6.0|1|2017-11-16|S|5.0
16213|2XL|blau|adidas|22.79|1|7|8.0|2|2017-10-01|C|
16213|L|blau|adidas|22.79|1|7|8.0|15|2017-10-01|C|
16213|M|blau|adidas|22.79|1|7|8.0|7|2017-10-01|C|
16213|S|blau|adidas|22.79|1|7|8.0|2|2017-10-01|C|
16213|XL|blau|adidas|22.79|1|7|8.0|5|2017-10-01|C|
16213|XS|blau|adidas|22.79|1|7|8.0|1|2017-10-01|C|
16214|41|braun|Nike|158.68|9|18|32.0|1|2017-10-01|S|3.0
16214|42,5|braun|Nike|158.68|9|18|32.0|5|2017-10-01|S|3.0
16214|44|braun|Nike|158.68|9|18|32.0|1|2017-10-01|S|4.0
16216|L ( 42-46 )|weiss|Sport2000|10.09|9|10|11.0|8|2017-10-01|A|4.0
16216|M ( 38-42 )|weiss|Sport2000|10.09|9|10|11.0|35|2017-10-01|A|3.0
16216|S ( 34-38 )|weiss|Sport2000|10.09|9|10|11.0|2|2017-10-01|A|1.0
16216|XL (46-50 )|weiss|Sport2000|10.09|9|10|11.0|1|2017-10-01|A|6.0
16221|2XL|schwarz|Nike|38.03|1|7|16.0|6|2017-10-01|C|
16221|L|schwarz|Nike|38.03|1|7|16.0|9|2017-10-01|C|
16221|M|schwarz|Nike|38.03|1|7|16.0|20|2017-10-01|C|
16221|S|schwarz|Nike|38.03|1|7|16.0|4|2017-10-01|C|
16221|XL|schwarz|Nike|38.03|1|7|16.0|2|2017-10-01|C|
16224|6|schwarz|Jako|29.14|1|7|8.0|1|2017-10-01|C|
16226|44|rot|adidas|317.43|1|2|39.0|1|2017-10-01|S|4.0
16226|44 2/3|rot|adidas|317.43|1|2|39.0|1|2017-10-01|S|4.0
16226|47 1/3|rot|adidas|317.43|1|2|39.0|1|2017-10-01|S|5.0
16227|2XL|blau|adidas|95.18|1|7|31.0|1|2017-10-01|C|
16227|L|blau|adidas|95.18|1|7|31.0|4|2017-10-01|C|
16227|M|blau|adidas|95.18|1|7|31.0|1|2017-10-01|C|
16227|S|blau|adidas|95.18|1|7|31.0|1|2017-10-01|C|
16227|XL|blau|adidas|95.18|1|7|31.0|1|2017-10-01|C|
16228|164|schwarz|PUMA|50.73|1|7|20.0|1|2017-10-01|C|
16230|M|rot|Nike|44.38|1|7|14.0|2|2017-11-23|C|
16232|L|grau|Nike|50.73|9|10|35.0|5|2017-10-01|C|
16232|M|grau|Nike|50.73|9|10|35.0|4|2017-10-01|C|
16232|S|grau|Nike|50.73|9|10|35.0|2|2017-10-01|C|
16232|XL|grau|Nike|50.73|9|10|35.0|1|2017-10-01|C|
16233|M|pink|Uhlsport|44.38|15|33||1|2017-10-01||
16234|40|weiss|adidas|114.23|1|2|6.0|1|2017-10-01|S|2.0
16234|42 2/3|weiss|adidas|114.23|1|2|6.0|1|2017-10-01|S|3.0
16234|43 1/3|weiss|adidas|114.23|1|2|6.0|1|2017-10-01|S|3.0
16234|44|weiss|adidas|114.23|1|2|6.0|1|2017-10-01|S|4.0
16234|45 1/3|weiss|adidas|114.23|1|2|6.0|1|2017-10-01|S|4.0
16245|L|rot|Nike|44.38|15|33||4|2017-12-05||
16245|M|rot|Nike|44.38|15|33||32|2017-12-05||
16245|S|rot|Nike|44.38|15|33||17|2017-12-05||
16245|XL|rot|Nike|44.38|15|33||2|2017-12-05||
16247|L|blau|PUMA|50.73|1|7|22.0|1|2017-10-01|C|
16247|M|blau|PUMA|50.73|1|7|22.0|1|2017-10-01|C|
16249|L|weiss|Nike|50.73|1|7|14.0|6|2017-11-21|C|
16249|M|weiss|Nike|50.73|1|7|14.0|22|2017-11-21|C|
16249|S|weiss|Nike|50.73|1|7|14.0|3|2017-11-21|C|
16249|XL|weiss|Nike|50.73|1|7|14.0|5|2017-11-21|C|
16251|L|grau|Nike|82.48|9|10|14.0|1|2017-10-01|C|
16251|S|grau|Nike|82.48|9|10|14.0|1|2017-10-01|C|
16254|140/152|weiss|Jako|32.95|15|16||1|2017-10-01||
16254|164/176|weiss|Jako|32.95|15|16||4|2017-10-01||
16256|41|weiss|Nike|107.88|9|18|32.0|1|2017-10-01|S|3.0
16256|42|weiss|Nike|107.88|9|18|32.0|1|2017-10-01|S|3.0
16256|42,5|weiss|Nike|107.88|9|18|32.0|2|2017-10-01|S|3.0
16256|44|weiss|Nike|107.88|9|18|32.0|1|2017-10-01|S|4.0
16256|44,5|weiss|Nike|107.88|9|18|32.0|1|2017-10-01|S|4.0
16256|46|weiss|Nike|107.88|9|18|32.0|1|2017-10-01|S|4.0
16257|6|schwarz|Jako|18.98|1|7|8.0|1|2017-10-01|C|
16257|7|schwarz|Jako|18.98|1|7|8.0|1|2017-10-01|C|
16258|5 ( 43-46 )|rot|Jako|12.63|1|7|13.0|1|2017-10-01|A|4.0
16261|S|grau|Nike|126.93|9|10|35.0|1|2017-10-01|C|
16265|L|schwarz|adidas|69.78|1|7|8.0|2|2017-10-27|C|
16265|M|schwarz|adidas|69.78|1|7|8.0|5|2017-10-27|C|
16268|L|schwarz|adidas|57.08|1|7|25.0|1|2017-11-06|C|
16268|M|schwarz|adidas|57.08|1|7|25.0|2|2017-11-06|C|
16268|XL|schwarz|adidas|57.08|1|7|25.0|1|2017-11-06|C|
16272|44,5|grau|Nike|222.18|1|2|6.0|2|2017-10-01|S|4.0
16272|45,5|grau|Nike|222.18|1|2|6.0|1|2017-10-01|S|4.0
16273|36|gelb|PUMA|50.73|1|37|3.0|1|2017-10-01|S|1.0
16275|42|braun|Nike|114.23|9|18|32.0|1|2017-10-01|S|3.0
16275|42,5|braun|Nike|114.23|9|18|32.0|1|2017-10-01|S|3.0
16276|43|blau|Nike|222.18|1|2|6.0|1|2017-10-01|S|3.0
16277|152|weiss|Jako|16.44|1|7|21.0|8|2017-10-01|C|
16277|164|weiss|Jako|16.44|1|7|21.0|1|2017-10-01|C|
16280|4 ( 43-45 )|blau|adidas|12.63|1|7|13.0|1|2017-10-01|A|4.0
16284|M ( 140-152 )|weiss|Nike|31.68|1|7|21.0|1|2017-10-01|C|
