ps|all|Cluster_5|Cluster_9|remain5|remain9
15608 - XL|42|1|1|0.976190476190476|0.976190476190476
15609 - 44|5|1|1|0.8|0.8
15613 - L|5|1|1|0.8|0.8
15614 - L|39|1|1|0.974358974358974|0.974358974358974
15614 - M|40|1|1|0.975|0.975
15614 - S|25|1|1|0.96|0.96
15614 - XL|17|1|1|0.941176470588235|0.941176470588235
15625 - L ( 152-158 )|8|1|1|0.875|0.875
15625 - XL ( 158-170 )|16|1|1|0.9375|0.9375
15631 - M|5|1|1|0.8|0.8
15632 - 41|6|1|1|0.833333333333333|0.833333333333333
15632 - 42,5|11|1|1|0.909090909090909|0.909090909090909
15632 - 44,5|11|1|1|0.909090909090909|0.909090909090909
15633 - L|8|1|1|0.875|0.875
15635 - 43|10|1|1|0.9|0.9
15635 - 44|8|1|1|0.875|0.875
15635 - 45|6|1|1|0.833333333333333|0.833333333333333
15638 - 44|7|1|1|0.857142857142857|0.857142857142857
15641 - 4 ( 43-45 )|22|1|1|0.954545454545455|0.954545454545455
15642 - 1 ( Junior)|7|1|1|0.857142857142857|0.857142857142857
15652 - L|25|1|1|0.96|0.96
15652 - M|30|1|1|0.966666666666667|0.966666666666667
15652 - S|12|1|1|0.916666666666667|0.916666666666667
15663 - L|9|1|1|0.888888888888889|0.888888888888889
15663 - M|12|1|1|0.916666666666667|0.916666666666667
15664 - M ( 140-152 )|4|1|1|0.75|0.75
15664 - XL ( 158-170 )|8|1|1|0.875|0.875
15669 - L ( 152-158 )|10|1|1|0.9|0.9
15669 - M ( 140-152 )|12|1|1|0.916666666666667|0.916666666666667
15669 - XL ( 158-170 )|16|1|1|0.9375|0.9375
15670 - L ( 42-46 )|12|1|1|0.916666666666667|0.916666666666667
15679 - 42,5|9|1|1|0.888888888888889|0.888888888888889
15709 - 164|4|1|1|0.75|0.75
15715 - L|7|1|1|0.857142857142857|0.857142857142857
15724 - L|6|1|1|0.833333333333333|0.833333333333333
15724 - M|5|1|1|0.8|0.8
15735 - 38|4|1|1|0.75|0.75
15750 - 2 ( 35-38 )|6|1|1|0.833333333333333|0.833333333333333
15750 - 3 ( 39-42 )|19|1|1|0.947368421052632|0.947368421052632
15750 - 4 ( 43-46 )|21|1|1|0.952380952380952|0.952380952380952
15750 - 5 ( 47-49 )|6|1|1|0.833333333333333|0.833333333333333
15752 - 41|6|1|1|0.833333333333333|0.833333333333333
15752 - 42|11|1|1|0.909090909090909|0.909090909090909
15752 - 42,5|17|1|1|0.941176470588235|0.941176470588235
15752 - 43|7|1|1|0.857142857142857|0.857142857142857
15752 - 44|17|1|1|0.941176470588235|0.941176470588235
15752 - 44,5|17|1|1|0.941176470588235|0.941176470588235
15752 - 45,5|14|1|1|0.928571428571429|0.928571428571429
15752 - 46|5|1|1|0.8|0.8
15752 - 47|10|1|1|0.9|0.9
15752 - 47,5|5|1|1|0.8|0.8
15755 - 42,5|7|1|1|0.857142857142857|0.857142857142857
15755 - 43|7|3|3|0.571428571428571|0.571428571428571
15755 - 44|11|1|1|0.909090909090909|0.909090909090909
15755 - 44,5|8|3|2|0.625|0.75
15756 - 43|8|1|1|0.875|0.875
15756 - 44|6|1|1|0.833333333333333|0.833333333333333
15756 - 44,5|6|1|1|0.833333333333333|0.833333333333333
15757 - L ( 152-158 )|32|1|1|0.96875|0.96875
15757 - M ( 140-152 )|23|1|1|0.956521739130435|0.956521739130435
15757 - S ( 128-140 )|19|1|1|0.947368421052632|0.947368421052632
15757 - XL ( 158-170 )|38|1|1|0.973684210526316|0.973684210526316
15762 - 2XL|7|1|1|0.857142857142857|0.857142857142857
15762 - L|10|28|11|-1.8|-0.1
15762 - M|11|1|1|0.909090909090909|0.909090909090909
15762 - S|5|1|1|0.8|0.8
15762 - XL|14|1|1|0.928571428571429|0.928571428571429
15765 - L|8|1|1|0.875|0.875
15765 - M|8|1|1|0.875|0.875
15765 - XL|4|1|1|0.75|0.75
15774 - 40|5|1|1|0.8|0.8
15775 - 39|4|1|1|0.75|0.75
15775 - 42|4|1|1|0.75|0.75
15775 - 42,5|9|1|1|0.888888888888889|0.888888888888889
15775 - 43|6|1|1|0.833333333333333|0.833333333333333
15778 - 42|8|1|1|0.875|0.875
15780 - 39/42|8|1|1|0.875|0.875
15780 - 43/46|19|1|1|0.947368421052632|0.947368421052632
15783 - M ( 140-152 )|4|1|1|0.75|0.75
15790 - L|32|1|1|0.96875|0.96875
15790 - M|27|1|1|0.962962962962963|0.962962962962963
15810 - 41|5|3|2|0.4|0.6
15810 - 42|7|3|3|0.571428571428571|0.571428571428571
15810 - 42,5|13|3|3|0.769230769230769|0.769230769230769
15810 - 43|20|3|3|0.85|0.85
15810 - 44|11|3|3|0.727272727272727|0.727272727272727
15810 - 44,5|11|3|3|0.727272727272727|0.727272727272727
15810 - 45|7|3|3|0.571428571428571|0.571428571428571
15813 - 2XL|11|1|1|0.909090909090909|0.909090909090909
15813 - L|31|1|1|0.967741935483871|0.967741935483871
15813 - S|12|1|1|0.916666666666667|0.916666666666667
15822 - 3 ( 40-42 )|12|1|1|0.916666666666667|0.916666666666667
15822 - 4 ( 43-45 )|15|1|1|0.933333333333333|0.933333333333333
15828 - 3 ( 40-42 )|7|1|1|0.857142857142857|0.857142857142857
15828 - 4 ( 43-45 )|9|1|1|0.888888888888889|0.888888888888889
15830 - L|7|1|1|0.857142857142857|0.857142857142857
15830 - M|9|1|1|0.888888888888889|0.888888888888889
15830 - XL|4|1|1|0.75|0.75
15839 - 36,5|7|1|1|0.857142857142857|0.857142857142857
15845 - 2XL|61|1|1|0.983606557377049|0.983606557377049
15845 - L|114|123|123|-0.0789473684210526|-0.0789473684210526
15845 - M|117|123|123|-0.0512820512820513|-0.0512820512820513
15845 - S|100|3|3|0.97|0.97
15845 - XL|105|123|123|-0.171428571428571|-0.171428571428571
15863 - M ( 38/40 )|12|1|1|0.916666666666667|0.916666666666667
15863 - S ( 34/36 )|4|1|1|0.75|0.75
15864 - L|11|1|1|0.909090909090909|0.909090909090909
15864 - M|6|1|1|0.833333333333333|0.833333333333333
15864 - S|6|1|1|0.833333333333333|0.833333333333333
15864 - XL|5|1|1|0.8|0.8
15866 - L|14|1|1|0.928571428571429|0.928571428571429
15866 - M|12|1|1|0.916666666666667|0.916666666666667
15879 - 37 1/3|21|1|1|0.952380952380952|0.952380952380952
15879 - 38|21|1|1|0.952380952380952|0.952380952380952
15880 - M|7|1|1|0.857142857142857|0.857142857142857
15880 - S|6|1|1|0.833333333333333|0.833333333333333
15880 - XL|6|1|1|0.833333333333333|0.833333333333333
15890 - L|16|1|1|0.9375|0.9375
15890 - M|21|1|1|0.952380952380952|0.952380952380952
15890 - S|11|1|1|0.909090909090909|0.909090909090909
15891 - L|16|1|1|0.9375|0.9375
15891 - M|15|1|1|0.933333333333333|0.933333333333333
15891 - S|9|1|1|0.888888888888889|0.888888888888889
15891 - XL|6|1|1|0.833333333333333|0.833333333333333
15913 - 43|6|1|1|0.833333333333333|0.833333333333333
15913 - 44,5|4|1|1|0.75|0.75
15915 - L|80|1|1|0.9875|0.9875
15915 - M|77|1|1|0.987012987012987|0.987012987012987
15915 - S|35|1|1|0.971428571428571|0.971428571428571
15915 - XL|24|1|1|0.958333333333333|0.958333333333333
15930 - 42,5|5|1|1|0.8|0.8
15930 - 43|9|1|1|0.888888888888889|0.888888888888889
15930 - 44|9|1|1|0.888888888888889|0.888888888888889
15930 - 44,5|7|1|1|0.857142857142857|0.857142857142857
15930 - 45|7|1|1|0.857142857142857|0.857142857142857
15930 - 46|4|1|1|0.75|0.75
15930 - 47|5|1|1|0.8|0.8
15933 - XL ( 158-170 )|17|1|1|0.941176470588235|0.941176470588235
15934 - XL|6|1|1|0.833333333333333|0.833333333333333
15935 - 44,5|13|1|1|0.923076923076923|0.923076923076923
15944 - 2XL|23|1|1|0.956521739130435|0.956521739130435
15944 - L|65|123|123|-0.892307692307692|-0.892307692307692
15944 - M|71|123|123|-0.732394366197183|-0.732394366197183
15944 - S|45|1|1|0.977777777777778|0.977777777777778
15944 - XL|49|1|1|0.979591836734694|0.979591836734694
15946 - L|62|1|1|0.983870967741935|0.983870967741935
15946 - M|74|1|1|0.986486486486487|0.986486486486487
15946 - S|46|1|1|0.978260869565217|0.978260869565217
15946 - XL|21|1|1|0.952380952380952|0.952380952380952
15950 - L ( 152-158 )|4|1|1|0.75|0.75
15953 - L ( 152-158 )|42|1|1|0.976190476190476|0.976190476190476
15953 - M ( 140-152 )|45|1|1|0.977777777777778|0.977777777777778
15953 - S ( 128-140 )|19|1|1|0.947368421052632|0.947368421052632
15958 - 42|4|3|3|0.25|0.25
15958 - 44,5|5|1|2|0.8|0.6
15962 - L|16|1|1|0.9375|0.9375
15962 - M|23|1|1|0.956521739130435|0.956521739130435
15962 - S|7|1|1|0.857142857142857|0.857142857142857
15962 - XL|7|1|1|0.857142857142857|0.857142857142857
15974 - 2XL|20|1|1|0.95|0.95
15974 - L|104|1|1|0.990384615384615|0.990384615384615
15974 - M|103|1|1|0.990291262135922|0.990291262135922
15974 - S|59|1|1|0.983050847457627|0.983050847457627
15974 - XL|71|1|1|0.985915492957746|0.985915492957746
15975 - 36|5|1|1|0.8|0.8
15975 - 38|5|1|1|0.8|0.8
15978 - 46|6|1|1|0.833333333333333|0.833333333333333
15983 - M|4|1|1|0.75|0.75
15988 - 5 ( 43-46 )|6|1|1|0.833333333333333|0.833333333333333
15990 - XL|8|1|1|0.875|0.875
15992 - 42,5|7|1|1|0.857142857142857|0.857142857142857
15999 - 35|7|1|1|0.857142857142857|0.857142857142857
16000 - L|5|1|1|0.8|0.8
16000 - M|7|1|1|0.857142857142857|0.857142857142857
16003 - S ( 34/36 )|5|1|1|0.8|0.8
16025 - 39|10|1|1|0.9|0.9
16027 - 44|13|1|1|0.923076923076923|0.923076923076923
16030 - L|57|1|1|0.982456140350877|0.982456140350877
16030 - S|25|1|1|0.96|0.96
16030 - XL|29|1|1|0.96551724137931|0.96551724137931
16032 - L|20|1|1|0.95|0.95
16036 - 45 1/3|5|5|14|0|-1.8
16049 - L|17|1|1|0.941176470588235|0.941176470588235
16049 - M|21|1|1|0.952380952380952|0.952380952380952
16049 - XL|5|1|1|0.8|0.8
16051 - 2XL|9|1|1|0.888888888888889|0.888888888888889
16051 - L|48|1|1|0.979166666666667|0.979166666666667
16051 - M|48|1|1|0.979166666666667|0.979166666666667
16051 - S|27|1|1|0.962962962962963|0.962962962962963
16051 - XL|24|1|1|0.958333333333333|0.958333333333333
16056 - 140|11|1|1|0.909090909090909|0.909090909090909
16056 - 152|16|1|1|0.9375|0.9375
16056 - 164|8|1|1|0.875|0.875
16056 - 176|11|1|1|0.909090909090909|0.909090909090909
16060 - 140|6|1|1|0.833333333333333|0.833333333333333
16072 - L|15|1|1|0.933333333333333|0.933333333333333
16087 - L|11|1|1|0.909090909090909|0.909090909090909
16087 - M|10|1|1|0.9|0.9
16087 - S|10|1|1|0.9|0.9
16088 - L|13|1|1|0.923076923076923|0.923076923076923
16088 - M|11|1|1|0.909090909090909|0.909090909090909
16088 - XL|6|1|1|0.833333333333333|0.833333333333333
16089 - 34|4|1|1|0.75|0.75
16089 - 37,5|7|1|1|0.857142857142857|0.857142857142857
16089 - 38|5|1|1|0.8|0.8
16090 - 3|5|1|1|0.8|0.8
16091 - 41|4|31|123|-6.75|-29.75
16091 - 42|7|14|15|-1|-1.14285714285714
16091 - 43|14|99|18|-6.07142857142857|-0.285714285714286
16091 - 44|12|14|15|-0.166666666666667|-0.25
16091 - 44,5|12|3|13|0.75|-0.0833333333333333
16101 - L|28|1|1|0.964285714285714|0.964285714285714
16101 - M|21|1|1|0.952380952380952|0.952380952380952
16101 - S|20|1|1|0.95|0.95
16101 - XL|12|1|1|0.916666666666667|0.916666666666667
16103 - 152|5|1|1|0.8|0.8
16107 - 43 1/3|7|1|1|0.857142857142857|0.857142857142857
16112 - 176|12|1|1|0.916666666666667|0.916666666666667
16120 - 43|7|1|1|0.857142857142857|0.857142857142857
16125 - 2XL|26|1|1|0.961538461538462|0.961538461538462
16125 - L|111|123|123|-0.108108108108108|-0.108108108108108
16125 - M|114|123|123|-0.0789473684210526|-0.0789473684210526
16125 - S|87|1|1|0.988505747126437|0.988505747126437
16125 - XL|63|3|3|0.952380952380952|0.952380952380952
16131 - 164|5|1|1|0.8|0.8
16132 - M|17|1|1|0.941176470588235|0.941176470588235
16132 - XL|8|1|1|0.875|0.875
16145 - 46|8|1|1|0.875|0.875
16149 - M|4|1|1|0.75|0.75
16153 - 34|5|1|1|0.8|0.8
16153 - 36,5|5|1|1|0.8|0.8
16154 - 41 1/3|5|1|1|0.8|0.8
16154 - 42|15|1|1|0.933333333333333|0.933333333333333
16154 - 43 1/3|14|1|1|0.928571428571429|0.928571428571429
16154 - 44|12|1|1|0.916666666666667|0.916666666666667
16154 - 44 2/3|9|1|1|0.888888888888889|0.888888888888889
16154 - 45 1/3|9|1|1|0.888888888888889|0.888888888888889
16154 - 46|6|1|1|0.833333333333333|0.833333333333333
16157 - 41 1/3|8|1|2|0.875|0.75
16157 - 42|16|1|2|0.9375|0.875
16157 - 43 1/3|73|3|1|0.958904109589041|0.986301369863014
16157 - 44|68|3|2|0.955882352941177|0.970588235294118
16161 - 152|5|1|1|0.8|0.8
16161 - 164|8|1|1|0.875|0.875
16166 - 140|4|1|1|0.75|0.75
16166 - 152|8|1|1|0.875|0.875
16166 - 164|6|1|1|0.833333333333333|0.833333333333333
16170 - L ( 42-46 )|60|1|1|0.983333333333333|0.983333333333333
16170 - M ( 38-42 )|40|1|1|0.975|0.975
16172 - L|13|1|1|0.923076923076923|0.923076923076923
16172 - M|22|1|1|0.954545454545455|0.954545454545455
16172 - S|8|1|1|0.875|0.875
16184 - 0 ( Bambini )|6|1|1|0.833333333333333|0.833333333333333
16184 - 1 ( Junior)|12|1|1|0.916666666666667|0.916666666666667
16184 - 2 ( Senior )|4|1|1|0.75|0.75
16195 - L ( 40/42 )|6|1|1|0.833333333333333|0.833333333333333
16195 - S ( 34/36 )|11|1|1|0.909090909090909|0.909090909090909
16206 - 41 1/3|4|1|1|0.75|0.75
16207 - 42|4|1|1|0.75|0.75
16207 - 43 1/3|6|1|1|0.833333333333333|0.833333333333333
16209 - S|6|1|1|0.833333333333333|0.833333333333333
16209 - XL|4|1|1|0.75|0.75
16210 - 40|4|1|1|0.75|0.75
16210 - 40 2/3|6|1|1|0.833333333333333|0.833333333333333
16210 - 41 1/3|5|1|1|0.8|0.8
16210 - 42|13|1|1|0.923076923076923|0.923076923076923
16210 - 42 2/3|13|1|1|0.923076923076923|0.923076923076923
16210 - 43 1/3|16|1|1|0.9375|0.9375
16210 - 44|13|1|1|0.923076923076923|0.923076923076923
16210 - 44 2/3|14|1|1|0.928571428571429|0.928571428571429
16210 - 45 1/3|11|1|1|0.909090909090909|0.909090909090909
16210 - 46|8|1|1|0.875|0.875
16210 - 46 2/3|5|1|1|0.8|0.8
16210 - 47 1/3|5|1|1|0.8|0.8
16213 - 2XL|10|1|1|0.9|0.9
16213 - L|34|1|1|0.970588235294118|0.970588235294118
16213 - M|39|1|1|0.974358974358974|0.974358974358974
16213 - S|15|1|1|0.933333333333333|0.933333333333333
16213 - XL|27|1|1|0.962962962962963|0.962962962962963
16216 - L ( 42-46 )|106|1|1|0.990566037735849|0.990566037735849
16216 - M ( 38-42 )|84|1|1|0.988095238095238|0.988095238095238
16216 - S ( 34-38 )|39|1|1|0.974358974358974|0.974358974358974
16216 - XL (46-50 )|26|1|1|0.961538461538462|0.961538461538462
16221 - 2XL|18|1|1|0.944444444444444|0.944444444444444
16221 - L|63|1|1|0.984126984126984|0.984126984126984
16221 - M|67|1|1|0.985074626865672|0.985074626865672
16221 - S|39|1|1|0.974358974358974|0.974358974358974
16221 - XL|36|1|1|0.972222222222222|0.972222222222222
16224 - 6|5|1|1|0.8|0.8
16227 - 2XL|8|1|1|0.875|0.875
16227 - L|21|1|1|0.952380952380952|0.952380952380952
16227 - M|16|1|1|0.9375|0.9375
16227 - S|6|1|1|0.833333333333333|0.833333333333333
16227 - XL|20|1|1|0.95|0.95
16228 - 164|6|1|1|0.833333333333333|0.833333333333333
16232 - L|22|1|1|0.954545454545455|0.954545454545455
16232 - M|30|1|1|0.966666666666667|0.966666666666667
16232 - S|19|1|1|0.947368421052632|0.947368421052632
16232 - XL|17|1|1|0.941176470588235|0.941176470588235
16247 - L|23|25|33|-0.0869565217391304|-0.434782608695652
16247 - M|4|6|4|-0.5|0
16251 - L|7|1|1|0.857142857142857|0.857142857142857
16254 - 140/152|20|1|1|0.95|0.95
16254 - 164/176|29|1|1|0.96551724137931|0.96551724137931
16265 - L|5|1|1|0.8|0.8
16272 - 45,5|6|1|1|0.833333333333333|0.833333333333333
16276 - 43|5|1|1|0.8|0.8
16284 - XL ( 158-170 )|8|1|1|0.875|0.875
16287 - 39|4|1|1|0.75|0.75
16287 - 40|6|1|1|0.833333333333333|0.833333333333333
16287 - 41|10|1|1|0.9|0.9
16287 - 42,5|17|1|1|0.941176470588235|0.941176470588235
16287 - 43|23|1|1|0.956521739130435|0.956521739130435
16287 - 44|19|1|1|0.947368421052632|0.947368421052632
16287 - 44,5|19|1|1|0.947368421052632|0.947368421052632
16287 - 45,5|11|1|1|0.909090909090909|0.909090909090909
16287 - 46|11|1|1|0.909090909090909|0.909090909090909
16287 - 47,5|10|1|1|0.9|0.9
16297 - 35|4|1|1|0.75|0.75
16297 - 36|6|1|1|0.833333333333333|0.833333333333333
16297 - 36,5|4|1|1|0.75|0.75
16297 - 37,5|5|1|1|0.8|0.8
16297 - 38|8|1|1|0.875|0.875
16297 - 38,5|8|1|1|0.875|0.875
16302 - 2XL|12|1|1|0.916666666666667|0.916666666666667
16302 - L|58|1|1|0.982758620689655|0.982758620689655
16302 - M|60|1|1|0.983333333333333|0.983333333333333
16302 - S|23|1|1|0.956521739130435|0.956521739130435
16302 - XL|25|1|1|0.96|0.96
16305 - XL ( 158-170 )|4|1|1|0.75|0.75
16308 - L|4|1|1|0.75|0.75
16309 - 2XL|15|1|1|0.933333333333333|0.933333333333333
16309 - L|82|1|1|0.98780487804878|0.98780487804878
16309 - M|84|1|1|0.988095238095238|0.988095238095238
16309 - S|36|1|1|0.972222222222222|0.972222222222222
16309 - XL|46|1|1|0.978260869565217|0.978260869565217
16313 - L|66|1|1|0.984848484848485|0.984848484848485
16313 - M|49|1|1|0.979591836734694|0.979591836734694
16313 - S|19|1|1|0.947368421052632|0.947368421052632
16313 - XL|45|1|1|0.977777777777778|0.977777777777778
16319 - 2XL|7|1|1|0.857142857142857|0.857142857142857
16319 - L|32|1|1|0.96875|0.96875
16319 - M|27|1|1|0.962962962962963|0.962962962962963
16319 - S|10|1|1|0.9|0.9
16319 - XL|19|1|1|0.947368421052632|0.947368421052632
16325 - 2XL|8|1|1|0.875|0.875
16325 - L|28|1|1|0.964285714285714|0.964285714285714
16325 - S|14|1|1|0.928571428571429|0.928571428571429
16325 - XL|14|1|1|0.928571428571429|0.928571428571429
16330 - 41 1/3|6|1|1|0.833333333333333|0.833333333333333
16330 - 42|4|1|2|0.75|0.5
16330 - 42 2/3|5|1|1|0.8|0.8
16330 - 43 1/3|10|1|1|0.9|0.9
16330 - 44|6|1|1|0.833333333333333|0.833333333333333
16330 - 45 1/3|6|1|1|0.833333333333333|0.833333333333333
16345 - XL ( 158-170 )|27|1|1|0.962962962962963|0.962962962962963
16349 - L|45|1|1|0.977777777777778|0.977777777777778
16349 - M|33|1|1|0.96969696969697|0.96969696969697
16349 - S|24|1|1|0.958333333333333|0.958333333333333
16349 - XL|19|1|1|0.947368421052632|0.947368421052632
16352 - 36,5|8|1|1|0.875|0.875
16352 - 37,5|5|1|1|0.8|0.8
16354 - L|41|1|1|0.975609756097561|0.975609756097561
16354 - XL|24|1|1|0.958333333333333|0.958333333333333
16357 - L|19|1|1|0.947368421052632|0.947368421052632
16357 - M|11|1|1|0.909090909090909|0.909090909090909
16357 - XL|8|1|1|0.875|0.875
16361 - M|4|1|1|0.75|0.75
16369 - L ( 42-46 )|77|1|1|0.987012987012987|0.987012987012987
16369 - M ( 38-42 )|47|123|123|-1.61702127659574|-1.61702127659574
16369 - S ( 34-38 )|10|1|1|0.9|0.9
16369 - XL (46-50 )|26|1|1|0.961538461538462|0.961538461538462
16372 - L|5|1|1|0.8|0.8
16372 - XL|5|1|1|0.8|0.8
16376 - M|5|1|1|0.8|0.8
16377 - 42 2/3|18|1|1|0.944444444444444|0.944444444444444
16377 - 43 1/3|20|1|1|0.95|0.95
16377 - 44|19|1|1|0.947368421052632|0.947368421052632
16377 - 44 2/3|7|1|1|0.857142857142857|0.857142857142857
16377 - 45 1/3|9|1|1|0.888888888888889|0.888888888888889
16377 - 47 1/3|11|1|1|0.909090909090909|0.909090909090909
16378 - L ( 152-158 )|5|1|1|0.8|0.8
16378 - XL ( 158-170 )|8|1|1|0.875|0.875
16385 - 0 ( 31-33 )|20|1|1|0.95|0.95
16385 - 00 ( 27-30 )|10|1|1|0.9|0.9
16385 - 1 ( 34-36 )|25|1|1|0.96|0.96
16385 - 2 ( 37-39 )|33|1|1|0.96969696969697|0.96969696969697
16385 - 3 ( 40-42 )|62|1|1|0.983870967741935|0.983870967741935
16385 - 4 ( 43-45 )|89|11|3|0.876404494382023|0.966292134831461
16385 - 5 ( 46-48 )|49|1|1|0.979591836734694|0.979591836734694
16386 - S|7|1|1|0.857142857142857|0.857142857142857
16393 - 43|30|1|1|0.966666666666667|0.966666666666667
16393 - 46|29|1|1|0.96551724137931|0.96551724137931
16396 - L|18|1|1|0.944444444444444|0.944444444444444
16396 - M|20|1|1|0.95|0.95
16396 - S|13|1|1|0.923076923076923|0.923076923076923
16396 - XL|11|1|1|0.909090909090909|0.909090909090909
16400 - 44,5|4|1|1|0.75|0.75
16418 - 2XL|5|1|1|0.8|0.8
16418 - L|7|1|1|0.857142857142857|0.857142857142857
16418 - M|11|1|1|0.909090909090909|0.909090909090909
16418 - S|4|1|1|0.75|0.75
16418 - XL|8|1|1|0.875|0.875
16423 - 2XL|8|1|1|0.875|0.875
16423 - 3XL|6|1|1|0.833333333333333|0.833333333333333
16423 - L|27|2|1|0.925925925925926|0.962962962962963
16423 - M|34|1|1|0.970588235294118|0.970588235294118
16423 - S|12|1|1|0.916666666666667|0.916666666666667
16423 - XL|20|1|1|0.95|0.95
16427 - 40 2/3|5|1|1|0.8|0.8
16427 - 41 1/3|5|1|1|0.8|0.8
16427 - 44|14|1|1|0.928571428571429|0.928571428571429
16427 - 44 2/3|8|1|1|0.875|0.875
16427 - 45 1/3|10|1|1|0.9|0.9
16436 - L ( 42-46 )|41|1|1|0.975609756097561|0.975609756097561
16436 - M ( 38-42 )|37|1|1|0.972972972972973|0.972972972972973
16436 - S ( 34-38 )|12|1|1|0.916666666666667|0.916666666666667
16436 - XL (46-50 )|8|1|1|0.875|0.875
16449 - 140|20|1|1|0.95|0.95
16449 - 152|19|1|1|0.947368421052632|0.947368421052632
16449 - 164|15|1|1|0.933333333333333|0.933333333333333
16449 - 176|13|1|1|0.923076923076923|0.923076923076923
16462 - 2XL|19|1|1|0.947368421052632|0.947368421052632
16462 - L|65|1|1|0.984615384615385|0.984615384615385
16462 - M|75|1|1|0.986666666666667|0.986666666666667
16462 - S|51|1|1|0.980392156862745|0.980392156862745
16462 - XL|70|1|1|0.985714285714286|0.985714285714286
16466 - 2XL|13|1|1|0.923076923076923|0.923076923076923
16466 - L|28|1|1|0.964285714285714|0.964285714285714
16466 - M|35|1|1|0.971428571428571|0.971428571428571
16466 - S|23|1|1|0.956521739130435|0.956521739130435
16473 - 2XL|16|1|1|0.9375|0.9375
16473 - L|86|1|1|0.988372093023256|0.988372093023256
16473 - M|96|1|1|0.989583333333333|0.989583333333333
16473 - S|65|1|1|0.984615384615385|0.984615384615385
16473 - XL|48|1|1|0.979166666666667|0.979166666666667
16504 - L|13|1|1|0.923076923076923|0.923076923076923
16504 - M|22|1|1|0.954545454545455|0.954545454545455
16504 - S|11|1|1|0.909090909090909|0.909090909090909
16505 - 41|7|1|1|0.857142857142857|0.857142857142857
16505 - 42,5|15|1|1|0.933333333333333|0.933333333333333
16505 - 44|12|1|1|0.916666666666667|0.916666666666667
16519 - 2XL|9|1|1|0.888888888888889|0.888888888888889
16519 - L|14|1|1|0.928571428571429|0.928571428571429
16519 - S|9|1|1|0.888888888888889|0.888888888888889
16519 - XL|8|1|1|0.875|0.875
16530 - L|12|6|17|0.5|-0.416666666666667
16541 - S ( 34/36 )|4|1|1|0.75|0.75
16556 - 2XL|4|1|1|0.75|0.75
16556 - L|14|1|1|0.928571428571429|0.928571428571429
16556 - M|11|1|1|0.909090909090909|0.909090909090909
16556 - XL|6|1|1|0.833333333333333|0.833333333333333
16560 - 44|4|1|1|0.75|0.75
16586 - S|5|1|1|0.8|0.8
16597 - L|9|1|1|0.888888888888889|0.888888888888889
16597 - M|10|1|1|0.9|0.9
16597 - S|6|1|1|0.833333333333333|0.833333333333333
16599 - L ( 42-46 )|27|1|1|0.962962962962963|0.962962962962963
16599 - M ( 38-42 )|17|1|1|0.941176470588235|0.941176470588235
16599 - XL (46-50 )|9|1|1|0.888888888888889|0.888888888888889
16602 - 42|4|1|1|0.75|0.75
16602 - 42,5|5|1|1|0.8|0.8
16602 - 43|6|1|1|0.833333333333333|0.833333333333333
16602 - 44|7|1|1|0.857142857142857|0.857142857142857
16602 - 44,5|6|1|1|0.833333333333333|0.833333333333333
16602 - 45,5|4|1|1|0.75|0.75
16602 - 47|4|1|1|0.75|0.75
16602 - 47,5|6|1|1|0.833333333333333|0.833333333333333
16603 - L|4|1|1|0.75|0.75
16604 - L|6|1|1|0.833333333333333|0.833333333333333
16604 - M|15|1|1|0.933333333333333|0.933333333333333
16615 - L|17|1|1|0.941176470588235|0.941176470588235
16615 - M|14|1|1|0.928571428571429|0.928571428571429
16615 - XL|10|1|1|0.9|0.9
16621 - 44|12|1|1|0.916666666666667|0.916666666666667
16621 - 44,5|7|1|1|0.857142857142857|0.857142857142857
16621 - 45|10|1|1|0.9|0.9
16630 - L|6|1|1|0.833333333333333|0.833333333333333
16630 - M|8|1|1|0.875|0.875
16630 - XL|10|1|1|0.9|0.9
16635 - 2XL|22|6|4|0.727272727272727|0.818181818181818
16635 - XL|18|6|17|0.666666666666667|0.0555555555555556
16640 - L|47|123|123|-1.61702127659574|-1.61702127659574
16640 - M|57|1|1|0.982456140350877|0.982456140350877
16640 - S|43|5|3|0.883720930232558|0.930232558139535
16640 - XL|26|1|1|0.961538461538462|0.961538461538462
16641 - M ( 38/40 )|7|1|1|0.857142857142857|0.857142857142857
16641 - S ( 34/36 )|11|1|1|0.909090909090909|0.909090909090909
16644 - 38|7|1|1|0.857142857142857|0.857142857142857
16644 - 38 2/3|7|1|1|0.857142857142857|0.857142857142857
16648 - L ( 152-158 )|5|1|1|0.8|0.8
16663 - 176|9|1|1|0.888888888888889|0.888888888888889
16665 - 36,5|4|1|1|0.75|0.75
16673 - L|6|1|1|0.833333333333333|0.833333333333333
16673 - M|5|1|1|0.8|0.8
16677 - 35|6|1|1|0.833333333333333|0.833333333333333
16687 - 164|4|1|1|0.75|0.75
16705 - 44,5|7|1|1|0.857142857142857|0.857142857142857
16705 - 45|6|1|1|0.833333333333333|0.833333333333333
16706 - 43|5|1|1|0.8|0.8
16706 - 44|6|1|1|0.833333333333333|0.833333333333333
16708 - 45|5|1|1|0.8|0.8
16709 - L ( 42-46 )|30|1|1|0.966666666666667|0.966666666666667
16709 - M ( 38-42 )|20|1|1|0.95|0.95
16709 - S ( 34-38 )|6|1|1|0.833333333333333|0.833333333333333
16723 - M|10|1|1|0.9|0.9
