pid|size|startdate|wait_time|Rcr
17009|L|2018-01-27|4|1
17009|M|2017-10-01|117|0
17009|M|2018-01-27|4|1
17009|S|2017-10-01|44|0
17009|S|2017-11-15|69|0
17009|S|2018-01-24|2|0
17009|S|2018-01-27|4|1
17009|XL|2017-10-01|11|0
17009|XL|2017-10-13|31|0
17009|XL|2017-11-14|17|0
17009|XL|2017-12-02|1|0
17009|XL|2017-12-04|53|0
17009|XL|2018-01-27|4|1
17009|XS|2017-10-01|28|0
17009|XS|2017-10-30|93|1
17012|L|2017-10-01|15|0
17012|L|2017-10-17|14|0
17012|L|2017-11-01|12|0
17012|L|2017-11-14|11|0
17012|L|2017-11-26|10|0
17012|L|2017-12-07|38|0
17012|L|2018-01-15|16|0
17012|S|2017-10-01|99|0
17012|S|2018-01-09|22|1
17012|XL|2017-10-01|2|0
17012|XL|2017-10-04|14|0
17012|XL|2017-10-19|0|0
17012|XL|2017-10-20|37|0
17012|XL|2017-11-27|0|0
17012|XL|2017-11-28|20|0
17012|XL|2017-12-19|15|0
17012|XL|2018-01-04|6|0
17012|XL|2018-01-11|20|1
17013|M ( 140-152 )|2017-10-01|54|0
17013|M ( 140-152 )|2017-11-25|67|1
17013|XL ( 158-170 )|2017-10-01|23|0
17013|XL ( 158-170 )|2017-10-25|5|0
17013|XL ( 158-170 )|2017-10-31|4|0
17013|XL ( 158-170 )|2017-11-05|19|0
17013|XL ( 158-170 )|2017-11-25|1|0
17013|XL ( 158-170 )|2017-11-27|16|0
17013|XL ( 158-170 )|2017-12-14|16|0
17013|XL ( 158-170 )|2017-12-31|31|1
17016|140|2017-10-01|11|0
17016|140|2017-10-13|12|0
17016|140|2017-10-26|3|0
17016|140|2017-10-30|93|1
17016|152|2017-10-01|2|0
17016|152|2017-10-04|1|0
17016|152|2017-10-06|33|0
17016|152|2017-11-09|16|0
17016|152|2017-11-26|66|1
17018|164|2017-10-01|76|0
17018|164|2017-12-17|45|0
17019|L|2017-10-01|73|0
17019|L|2017-12-14|31|0
17019|L|2018-01-15|16|1
17019|M|2017-10-01|30|0
17019|M|2017-11-01|46|0
17019|M|2017-12-18|36|0
17019|M|2018-01-24|7|1
17019|S|2017-10-01|25|0
17019|S|2017-10-27|4|0
17019|S|2017-11-01|3|0
17019|S|2017-11-05|0|0
17019|S|2017-11-06|4|0
17019|S|2017-11-11|0|0
17019|S|2017-11-12|11|0
17019|S|2017-11-24|0|0
17019|S|2017-11-25|4|0
17019|S|2017-11-30|4|0
17019|S|2017-12-05|6|0
17019|S|2017-12-12|15|0
17019|S|2017-12-28|26|0
17019|S|2018-01-24|7|1
17019|XL|2017-10-01|10|0
17019|XL|2017-10-12|21|0
17019|XL|2017-11-03|54|0
17019|XL|2017-12-28|17|0
17019|XL|2018-01-15|2|0
17019|XL|2018-01-18|13|1
17022|41|2017-10-01|7|0
17022|41|2017-10-09|1|0
17022|41|2017-10-11|51|0
17022|41|2017-12-02|60|1
17022|43|2017-10-01|11|0
17022|43|2017-10-13|19|0
17022|43|2017-11-02|8|0
17022|43|2017-11-11|11|0
17022|43|2017-11-23|69|1
17022|44|2017-10-01|1|0
17022|44|2017-10-03|9|0
17022|44|2017-10-13|2|0
17022|44|2017-10-16|0|0
17022|44|2017-10-17|6|0
17022|44|2017-10-24|11|0
17022|44|2017-11-05|11|0
17022|44|2017-11-17|75|1
17022|44,5|2017-10-01|2|0
17022|44,5|2017-10-04|4|0
17022|44,5|2017-10-09|3|0
17022|44,5|2017-10-13|18|0
17022|44,5|2017-11-01|3|0
17022|44,5|2017-11-05|14|0
17022|44,5|2017-11-20|72|1
17024|L|2017-11-21|61|0
17024|L|2018-01-22|8|0
17024|L|2018-01-31|0|1
17024|M|2017-11-21|70|0
17024|M|2018-01-31|0|1
17024|XL|2017-11-21|71|1
17026|2XL|2017-11-21|53|0
17026|2XL|2018-01-14|17|1
17026|L|2017-11-21|71|1
17026|M|2017-11-21|54|0
17026|M|2018-01-15|5|0
17026|M|2018-01-21|0|0
17026|M|2018-01-22|3|0
17026|M|2018-01-26|0|0
17026|M|2018-01-27|1|0
17026|M|2018-01-29|0|0
17026|M|2018-01-30|1|1
17026|S|2017-11-21|71|1
17026|XL|2017-11-21|71|1
17027|M|2017-10-01|5|0
17027|M|2017-10-07|2|0
17027|M|2017-10-10|16|0
17027|M|2017-10-27|8|0
17027|M|2017-11-05|6|0
17027|M|2017-11-12|2|0
17027|M|2017-11-15|0|0
17027|M|2017-11-16|6|0
17027|M|2017-11-23|6|0
17027|M|2017-11-30|43|0
17027|M|2018-01-13|11|0
17027|M|2018-01-25|6|1
17029|42|2017-10-01|73|0
17029|42|2017-12-14|48|1
17029|42,5|2017-10-01|122|1
17029|43|2017-10-01|101|0
17029|43|2018-01-11|20|1
17029|44|2017-10-01|114|0
17029|44|2018-01-24|7|1
17029|44,5|2017-10-01|122|1
17029|45|2017-10-01|73|0
17029|45|2017-12-14|28|0
17029|45|2018-01-12|19|1
17029|45,5|2017-10-01|120|0
17029|45,5|2018-01-30|1|1
17029|46|2017-10-01|105|0
17029|46|2018-01-15|16|1
17029|47|2017-10-01|100|0
17029|47|2018-01-10|21|1
17029|47,5|2017-10-01|90|0
17029|47,5|2017-12-31|0|0
17029|47,5|2018-01-01|22|0
17029|47,5|2018-01-24|6|0
17029|47,5|2018-01-31|0|1
17030|M|2017-10-01|5|0
17030|M|2017-10-07|24|0
17030|M|2017-11-01|1|0
17030|M|2017-11-03|23|0
17030|M|2017-11-27|16|0
17030|M|2017-12-14|0|0
17030|M|2017-12-15|4|0
17030|M|2017-12-20|7|0
17030|M|2017-12-28|17|0
17030|M|2018-01-15|16|1
17030|XL|2017-10-01|74|0
17030|XL|2017-12-15|47|1
17035|L|2017-12-05|8|0
17035|L|2017-12-14|3|0
17035|L|2017-12-18|27|0
17035|L|2018-01-15|16|1
17035|M|2017-12-05|57|1
17035|S|2017-12-05|56|0
17035|S|2018-01-31|0|1
17037|43|2017-10-01|10|0
17037|43|2017-10-12|20|0
17037|43|2017-11-02|30|0
17037|43|2017-12-03|22|0
17037|43|2017-12-26|17|0
17037|43|2018-01-13|4|0
17037|43|2018-01-18|13|0
17037|45,5|2017-10-01|2|0
17037|45,5|2017-10-04|0|0
17037|45,5|2017-10-05|6|0
17037|45,5|2017-10-12|56|0
17037|45,5|2017-12-08|54|1
17039|M|2017-10-01|51|0
17039|M|2017-11-22|70|1
17045|L|2017-10-01|8|0
17045|L|2017-10-10|51|0
17045|L|2017-12-01|9|0
17045|L|2017-12-11|35|0
17045|L|2018-01-16|3|0
17045|L|2018-01-20|11|1
17045|M|2017-10-01|7|0
17045|M|2017-10-09|0|0
17045|M|2017-10-10|25|0
17045|M|2017-11-05|11|0
17045|M|2017-11-17|56|0
17045|M|2018-01-13|18|1
17046|2 ( 37-39 )|2017-10-01|10|0
17046|2 ( 37-39 )|2017-10-12|22|0
17046|2 ( 37-39 )|2017-11-04|22|0
17046|2 ( 37-39 )|2017-11-27|19|0
17046|2 ( 37-39 )|2017-12-17|1|0
17046|2 ( 37-39 )|2017-12-19|29|0
17046|2 ( 37-39 )|2018-01-18|2|0
17046|2 ( 37-39 )|2018-01-21|10|1
17046|4 ( 43-45 )|2017-10-01|10|0
17046|4 ( 43-45 )|2017-10-12|11|0
17046|4 ( 43-45 )|2017-10-24|42|0
17046|4 ( 43-45 )|2017-12-06|56|1
17050|2XL|2017-10-01|14|0
17050|2XL|2017-10-16|17|0
17050|2XL|2017-11-03|20|0
17050|2XL|2017-11-24|14|0
17050|2XL|2017-12-09|12|0
17050|2XL|2017-12-22|7|0
17050|2XL|2017-12-30|3|0
17050|2XL|2018-01-03|7|0
17050|2XL|2018-01-11|12|0
17050|2XL|2018-01-24|7|0
17050|L|2017-10-01|10|0
17050|L|2017-10-12|8|0
17050|L|2017-10-21|8|0
17050|L|2017-10-30|2|0
17050|L|2017-11-02|11|0
17050|L|2017-11-14|9|0
17050|L|2017-11-24|0|0
17050|L|2017-11-25|3|0
17050|L|2017-11-29|4|0
17050|L|2017-12-04|2|0
17050|L|2017-12-07|1|0
17050|L|2017-12-09|5|0
17050|L|2017-12-15|8|0
17050|L|2017-12-24|4|0
17050|L|2017-12-29|2|0
17050|L|2018-01-01|4|0
17050|L|2018-01-06|3|0
17050|L|2018-01-10|5|0
17050|L|2018-01-16|6|0
17050|L|2018-01-23|7|0
17050|L|2018-01-31|0|0
17050|M|2017-10-01|2|0
17050|M|2017-10-04|0|0
17050|M|2017-10-05|0|0
17050|M|2017-10-06|0|0
17050|M|2017-10-07|3|0
17050|M|2017-10-11|0|0
17050|M|2017-10-12|0|0
17050|M|2017-10-13|2|0
17050|M|2017-10-16|0|0
17050|M|2017-10-17|0|0
17050|M|2017-10-18|1|0
17050|M|2017-10-20|0|0
17050|M|2017-10-21|0|0
17050|M|2017-10-22|0|0
17050|M|2017-10-23|0|0
17050|M|2017-10-24|0|0
17050|M|2017-10-25|0|0
17050|M|2017-10-26|0|0
17050|M|2017-10-27|3|0
17050|M|2017-10-31|0|0
17050|M|2017-11-01|0|0
17050|M|2017-11-02|1|0
17050|M|2017-11-04|0|0
17050|M|2017-11-05|0|0
17050|M|2017-11-06|0|0
17050|M|2017-11-07|1|0
17050|M|2017-11-09|0|0
17050|M|2017-11-10|0|0
17050|M|2017-11-11|0|0
17050|M|2017-11-12|0|0
17050|M|2017-11-13|0|0
17050|M|2017-11-14|1|0
17050|M|2017-11-16|2|0
17050|M|2017-11-19|0|0
17050|M|2017-11-20|1|0
17050|M|2017-11-22|0|0
17050|M|2017-11-23|0|0
17050|M|2017-11-24|0|0
17050|M|2017-11-25|0|0
17050|M|2017-11-26|0|0
17050|M|2017-11-27|0|0
17050|M|2017-11-28|0|0
17050|M|2017-11-29|0|0
17050|M|2017-11-30|2|0
17050|M|2017-12-03|0|0
17050|M|2017-12-04|0|0
17050|M|2017-12-05|0|0
17050|M|2017-12-06|0|0
17050|M|2017-12-07|0|0
17050|M|2017-12-08|0|0
17050|M|2017-12-09|1|0
17050|M|2017-12-11|0|0
17050|M|2017-12-12|1|0
17050|M|2017-12-14|0|0
17050|M|2017-12-15|1|0
17050|M|2017-12-17|0|0
17050|M|2017-12-18|1|0
17050|M|2017-12-20|1|0
17050|M|2017-12-22|1|0
17050|M|2017-12-24|1|0
17050|M|2017-12-26|1|0
17050|M|2017-12-28|0|0
17050|M|2017-12-29|0|0
17050|M|2017-12-30|0|0
17050|M|2017-12-31|0|0
17050|M|2018-01-01|0|0
17050|M|2018-01-02|0|0
17050|M|2018-01-03|0|0
17050|M|2018-01-04|0|0
17050|M|2018-01-05|0|0
17050|M|2018-01-06|0|0
17050|M|2018-01-07|0|0
17050|M|2018-01-08|0|0
17050|M|2018-01-09|0|0
17050|M|2018-01-10|0|0
17050|M|2018-01-11|0|0
17050|M|2018-01-12|2|0
17050|M|2018-01-15|0|0
17050|M|2018-01-16|0|0
17050|M|2018-01-17|0|0
17050|M|2018-01-18|2|0
17050|M|2018-01-21|0|0
17050|M|2018-01-22|0|0
17050|M|2018-01-23|0|0
17050|M|2018-01-24|0|0
17050|M|2018-01-25|0|0
17050|M|2018-01-26|0|0
17050|M|2018-01-27|0|0
17050|M|2018-01-28|0|0
17050|M|2018-01-29|0|0
17050|M|2018-01-30|0|0
17050|M|2018-01-31|0|0
17050|S|2017-10-01|30|0
17050|S|2017-11-01|19|0
17050|S|2017-11-21|7|0
17050|S|2017-11-29|12|0
17050|S|2017-12-12|15|0
17050|S|2017-12-28|11|0
17050|S|2018-01-09|21|0
17050|S|2018-01-31|0|1
17050|XL|2017-10-01|16|0
17050|XL|2017-10-18|10|0
17050|XL|2017-10-29|11|0
17050|XL|2017-11-10|13|0
17050|XL|2017-11-24|2|0
17050|XL|2017-11-27|2|0
17050|XL|2017-11-30|5|0
17050|XL|2017-12-06|1|0
17050|XL|2017-12-08|5|0
17050|XL|2017-12-14|5|0
17050|XL|2017-12-20|5|0
17050|XL|2017-12-26|2|0
17050|XL|2017-12-29|1|0
17050|XL|2017-12-31|4|0
17050|XL|2018-01-05|5|0
17050|XL|2018-01-11|3|0
17050|XL|2018-01-15|10|0
17050|XL|2018-01-26|5|0
17052|S ( 128-140 )|2017-10-01|58|0
17052|S ( 128-140 )|2017-11-29|63|1
17058|M|2017-10-01|53|0
17058|M|2017-11-24|68|1
17061|L ( 152-158 )|2017-11-22|63|0
17061|L ( 152-158 )|2018-01-25|1|0
17061|L ( 152-158 )|2018-01-27|4|1
17061|XL ( 158-170 )|2017-11-22|70|1
17062|42,5|2017-10-01|5|0
17062|42,5|2017-10-07|23|0
17062|42,5|2017-10-31|3|0
17062|42,5|2017-11-04|9|0
17062|42,5|2017-11-14|57|0
17062|42,5|2018-01-11|20|1
17062|45,5|2017-10-01|38|0
17062|45,5|2017-11-09|1|0
17062|45,5|2017-11-11|1|0
17062|45,5|2017-11-13|0|0
17062|45,5|2017-11-14|2|0
17062|45,5|2017-11-17|4|0
17062|45,5|2017-11-22|1|0
17062|45,5|2017-11-24|42|0
17062|45,5|2018-01-06|25|1
17066|3 ( 40-42 )|2017-10-01|58|0
17066|3 ( 40-42 )|2017-11-29|63|1
17067|S|2017-10-01|56|0
17067|S|2017-11-27|56|0
17067|S|2018-01-23|8|1
17069|152|2017-10-23|42|0
17069|152|2017-12-05|14|0
17069|152|2017-12-20|42|1
17069|164|2017-10-23|57|0
17069|164|2017-12-20|32|0
17069|164|2018-01-22|9|1
17075|L|2017-11-21|71|1
17075|M|2017-11-21|71|1
17075|XL|2017-11-21|71|1
17076|43 1/3|2017-10-01|2|0
17076|43 1/3|2017-10-04|13|0
17076|43 1/3|2017-10-18|13|0
17076|43 1/3|2017-11-01|13|0
17076|43 1/3|2017-11-15|11|0
17076|43 1/3|2017-11-27|7|0
17076|43 1/3|2017-12-05|49|0
17076|43 1/3|2018-01-24|7|1
17076|44 2/3|2017-10-01|0|0
17076|44 2/3|2017-10-02|4|0
17076|44 2/3|2017-10-07|28|0
17076|44 2/3|2017-11-05|0|0
17076|44 2/3|2017-11-06|18|0
17076|44 2/3|2017-11-25|67|1
17076|45 1/3|2017-10-01|3|0
17076|45 1/3|2017-10-05|13|0
17076|45 1/3|2017-10-19|84|0
17076|45 1/3|2018-01-12|19|1
17076|46 2/3|2017-10-01|30|0
17076|46 2/3|2017-11-01|42|0
17076|46 2/3|2017-12-14|48|1
17077|43|2017-10-01|44|0
17077|43|2017-11-15|56|0
17077|43|2018-01-11|20|1
17079|M ( 38/40 )|2017-10-01|122|1
17079|S ( 34/36 )|2017-10-01|11|0
17079|S ( 34/36 )|2017-10-13|12|0
17079|S ( 34/36 )|2017-10-26|97|1
17085|M (38 - 42)|2017-10-01|34|0
17085|M (38 - 42)|2017-11-05|33|0
17085|M (38 - 42)|2017-12-09|1|0
17085|M (38 - 42)|2017-12-11|6|0
17085|M (38 - 42)|2017-12-18|41|0
17085|M (38 - 42)|2018-01-29|2|1
17087|2 ( 31-34 )|2017-10-01|86|0
17087|2 ( 31-34 )|2017-12-27|19|0
17087|2 ( 31-34 )|2018-01-16|15|1
17087|4 ( 39-42 )|2017-10-01|2|0
17087|4 ( 39-42 )|2017-10-04|0|0
17087|4 ( 39-42 )|2017-10-05|6|0
17087|4 ( 39-42 )|2017-10-12|49|0
17087|4 ( 39-42 )|2017-12-01|41|0
17087|4 ( 39-42 )|2018-01-12|19|0
17087|5 ( 43-46 )|2017-10-01|122|1
17087|6 ( 47-50 )|2017-10-01|34|0
17087|6 ( 47-50 )|2017-11-05|28|0
17087|6 ( 47-50 )|2017-12-04|1|0
17087|6 ( 47-50 )|2017-12-06|7|0
17087|6 ( 47-50 )|2017-12-14|26|0
17087|6 ( 47-50 )|2018-01-10|21|1
17088|L|2017-10-01|55|0
17088|L|2017-11-26|12|0
17088|L|2017-12-09|25|0
17088|L|2018-01-04|27|1
17088|M|2017-10-01|54|0
17088|M|2017-11-25|14|0
17088|M|2017-12-10|11|0
17088|M|2017-12-22|40|1
17089|L ( 152-158 )|2017-10-01|5|0
17089|L ( 152-158 )|2017-10-07|1|0
17089|L ( 152-158 )|2017-10-09|39|0
17089|L ( 152-158 )|2017-11-18|74|1
17095|42|2017-10-01|29|0
17095|42|2017-10-31|42|0
17095|42|2017-12-13|49|1
17095|45|2017-10-01|2|0
17095|45|2017-10-04|5|0
17095|45|2017-10-10|112|0
17095|45|2018-01-31|0|1
17097|42,5|2017-10-01|30|0
17097|42,5|2017-11-01|43|0
17097|42,5|2017-12-15|47|1
17097|43|2017-10-01|25|0
17097|43|2017-10-27|84|0
17097|43|2018-01-20|11|1
17097|45,5|2017-10-01|45|0
17097|45,5|2017-11-16|76|1
17100|2XL|2017-10-01|12|0
17100|2XL|2017-10-14|109|1
17101|L|2017-10-01|4|0
17101|L|2017-10-06|6|0
17101|L|2017-10-13|2|0
17101|L|2017-10-16|9|0
17101|L|2017-10-26|29|0
17101|L|2017-11-25|35|0
17101|L|2017-12-31|0|0
17101|L|2018-01-01|7|0
17101|L|2018-01-09|22|1
17101|M|2017-10-01|10|0
17101|M|2017-10-12|18|0
17101|M|2017-10-31|8|0
17101|M|2017-11-09|60|0
17101|M|2018-01-09|22|1
17103|140|2017-10-01|18|0
17103|140|2017-10-20|22|0
17103|140|2017-11-12|24|0
17103|140|2017-12-07|14|0
17103|140|2017-12-22|22|0
17103|140|2018-01-14|17|1
17103|152|2017-10-01|8|0
17103|152|2017-10-10|10|0
17103|152|2017-10-21|5|0
17103|152|2017-10-27|1|0
17103|152|2017-10-29|0|0
17103|152|2017-10-30|2|0
17103|152|2017-11-02|1|0
17103|152|2017-11-04|1|0
17103|152|2017-11-06|0|0
17103|152|2017-11-07|1|0
17103|152|2017-11-09|6|0
17103|152|2017-11-16|3|0
17103|152|2017-11-20|4|0
17103|152|2017-11-25|0|0
17103|152|2017-11-26|1|0
17103|152|2017-11-28|0|0
17103|152|2017-11-29|5|0
17103|152|2017-12-05|2|0
17103|152|2017-12-08|4|0
17103|152|2017-12-13|4|0
17103|152|2017-12-18|44|1
17103|164|2017-10-01|3|0
17103|164|2017-10-05|5|0
17103|164|2017-10-11|1|0
17103|164|2017-10-13|0|0
17103|164|2017-10-14|2|0
17103|164|2017-10-17|5|0
17103|164|2017-10-23|0|0
17103|164|2017-10-24|0|0
17103|164|2017-10-25|1|0
17103|164|2017-10-27|7|0
17103|164|2017-11-04|2|0
17103|164|2017-11-07|0|0
17103|164|2017-11-08|0|0
17103|164|2017-11-09|0|0
17103|164|2017-11-10|0|0
17103|164|2017-11-11|0|0
17103|164|2017-11-12|0|0
17103|164|2017-11-13|1|0
17103|164|2017-11-15|3|0
17103|164|2017-11-19|5|0
17103|164|2017-11-25|1|0
17103|164|2017-11-27|1|0
17103|164|2017-11-29|0|0
17103|164|2017-11-30|3|0
17103|164|2017-12-04|2|0
17103|164|2017-12-07|39|0
17103|164|2018-01-16|0|0
17103|164|2018-01-17|14|1
17103|176|2017-10-01|0|0
17103|176|2017-10-02|1|0
17103|176|2017-10-04|0|0
17103|176|2017-10-05|3|0
17103|176|2017-10-09|8|0
17103|176|2017-10-18|5|0
17103|176|2017-10-24|2|0
17103|176|2017-10-27|3|0
17103|176|2017-10-31|1|0
17103|176|2017-11-02|4|0
17103|176|2017-11-07|1|0
17103|176|2017-11-09|3|0
17103|176|2017-11-13|2|0
17103|176|2017-11-16|3|0
17103|176|2017-11-20|4|0
17103|176|2017-11-25|67|1
17104|45|2017-10-01|111|0
17104|45|2018-01-21|0|0
17104|45|2018-01-22|9|1
17110|45 1/3|2017-10-01|120|0
17110|45 1/3|2018-01-30|1|1
17110|46|2017-10-01|120|0
17110|46|2018-01-30|0|0
17110|46|2018-01-31|0|1
17123|44|2017-10-01|46|0
17123|44|2017-11-17|75|1
17123|45 1/3|2017-10-01|25|0
17123|45 1/3|2017-10-27|14|0
17123|45 1/3|2017-11-11|50|0
17123|45 1/3|2018-01-01|18|0
17123|45 1/3|2018-01-20|11|0
17124|41|2017-10-01|46|0
17124|41|2017-11-17|7|0
17124|41|2017-11-25|8|0
17124|41|2017-12-04|11|0
17124|41|2017-12-16|39|0
17124|41|2018-01-25|6|0
17124|42|2017-10-01|75|0
17124|42|2017-12-16|19|0
17124|42|2018-01-05|14|0
17124|42|2018-01-20|11|0
17124|42,5|2017-10-01|106|0
17124|42,5|2018-01-16|9|0
17124|42,5|2018-01-26|5|1
17124|43|2017-10-01|53|0
17124|43|2017-11-24|0|0
17124|43|2017-11-25|1|0
17124|43|2017-11-27|44|0
17124|43|2018-01-11|6|0
17124|43|2018-01-18|10|0
17124|43|2018-01-29|1|0
17124|43|2018-01-31|0|1
17124|44|2017-10-01|54|0
17124|44|2017-11-25|12|0
17124|44|2017-12-08|48|0
17124|44|2018-01-26|5|1
17124|44,5|2017-10-01|56|0
17124|44,5|2017-11-27|7|0
17124|44,5|2017-12-05|25|0
17124|44,5|2017-12-31|6|0
17124|44,5|2018-01-07|24|1
17124|45|2017-10-01|57|0
17124|45|2017-11-28|14|0
17124|45|2017-12-13|23|0
17124|45|2018-01-06|0|0
17124|45|2018-01-07|3|0
17124|45|2018-01-11|20|1
17124|45,5|2017-10-01|101|0
17124|45,5|2018-01-11|20|1
17124|46|2017-10-01|90|0
17124|46|2017-12-31|31|0
17124|47|2017-10-01|54|0
17124|47|2017-11-25|67|1
17124|47,5|2017-10-01|57|0
17124|47,5|2017-11-28|0|0
17124|47,5|2017-11-29|29|0
17124|47,5|2017-12-29|6|0
17124|47,5|2018-01-05|4|0
17124|47,5|2018-01-10|0|0
17124|47,5|2018-01-11|18|0
17124|47,5|2018-01-30|1|1
17124|48,5|2017-10-01|48|0
17124|48,5|2017-11-19|1|0
17124|48,5|2017-11-21|2|0
17124|48,5|2017-11-24|56|0
17124|48,5|2018-01-20|1|0
17124|48,5|2018-01-22|3|0
17124|48,5|2018-01-26|5|1
17126|L ( 152-158 )|2017-10-01|5|0
17126|L ( 152-158 )|2017-10-07|116|1
17127|37,5|2017-10-01|71|0
17127|37,5|2017-12-12|50|1
17129|M|2017-10-01|4|0
17129|M|2017-10-06|3|0
17129|M|2017-10-10|1|0
17129|M|2017-10-12|2|0
17129|M|2017-10-15|27|0
17129|M|2017-11-12|0|0
17129|M|2017-11-13|7|0
17129|M|2017-11-21|71|1
17130|2|2017-10-01|37|0
17130|2|2017-11-08|84|1
17131|L ( 40/42 )|2017-10-01|8|0
17131|L ( 40/42 )|2017-10-10|28|0
17131|L ( 40/42 )|2017-11-08|41|0
17131|L ( 40/42 )|2017-12-20|42|1
17131|M ( 38/40 )|2017-10-01|54|0
17131|M ( 38/40 )|2017-11-25|11|0
17131|M ( 38/40 )|2017-12-07|12|0
17131|M ( 38/40 )|2017-12-20|25|0
17131|M ( 38/40 )|2018-01-15|16|1
17132|L|2017-10-01|6|0
17132|L|2017-10-08|17|0
17132|L|2017-10-26|20|0
17132|L|2017-11-16|10|0
17132|L|2017-11-27|6|0
17132|L|2017-12-04|39|0
17132|L|2018-01-13|2|0
17132|L|2018-01-16|15|1
17132|M|2017-10-01|6|0
17132|M|2017-10-08|13|0
17132|M|2017-10-22|4|0
17132|M|2017-10-27|13|0
17132|M|2017-11-10|5|0
17132|M|2017-11-16|17|0
17132|M|2017-12-04|2|0
17132|M|2017-12-07|11|0
17132|M|2017-12-19|17|0
17132|M|2018-01-06|2|0
17132|M|2018-01-09|20|0
17132|M|2018-01-30|1|1
17136|39|2017-10-01|13|0
17136|39|2017-10-15|2|0
17136|39|2017-10-18|7|0
17136|39|2017-10-26|97|1
17136|41|2017-10-01|19|0
17136|41|2017-10-21|21|0
17136|41|2017-11-12|73|0
17136|41|2018-01-25|6|1
17136|42|2017-10-01|5|0
17136|42|2017-10-07|29|0
17136|42|2017-11-06|18|0
17136|42|2017-11-25|32|0
17136|42|2017-12-28|18|0
17136|42|2018-01-16|8|0
17136|42|2018-01-25|6|1
17136|42,5|2017-10-01|9|0
17136|42,5|2017-10-11|8|0
17136|42,5|2017-10-20|10|0
17136|42,5|2017-10-31|22|0
17136|42,5|2017-11-23|1|0
17136|42,5|2017-11-25|39|0
17136|42,5|2018-01-04|27|1
17136|43|2017-10-01|9|0
17136|43|2017-10-11|6|0
17136|43|2017-10-18|19|0
17136|43|2017-11-07|57|0
17136|43|2018-01-04|11|0
17136|43|2018-01-16|14|0
17136|43|2018-01-31|0|1
17136|44|2017-10-01|3|0
17136|44|2017-10-05|6|0
17136|44|2017-10-12|3|0
17136|44|2017-10-16|0|0
17136|44|2017-10-17|0|0
17136|44|2017-10-18|1|0
17136|44|2017-10-20|4|0
17136|44|2017-10-25|19|0
17136|44|2017-11-14|10|0
17136|44|2017-11-25|59|0
17136|44|2018-01-24|5|0
17136|44|2018-01-30|1|1
17136|44,5|2017-10-01|32|0
17136|44,5|2017-11-03|22|0
17136|44,5|2017-11-26|66|1
17136|45|2017-10-01|95|0
17136|45|2018-01-05|20|0
17136|45|2018-01-26|5|1
17136|45,5|2017-10-01|3|0
17136|45,5|2017-10-05|117|0
17136|45,5|2018-01-31|0|1
17139|44|2017-10-01|30|0
17139|44|2017-11-01|91|1
17139|44,5|2017-10-01|54|0
17139|44,5|2017-11-25|67|1
17140|41 1/3|2017-10-01|35|0
17140|41 1/3|2017-11-06|7|0
17140|41 1/3|2017-11-14|9|0
17140|41 1/3|2017-11-24|1|0
17140|41 1/3|2017-11-26|0|0
17140|41 1/3|2017-11-27|15|0
17140|41 1/3|2017-12-13|7|0
17140|41 1/3|2017-12-21|14|0
17140|41 1/3|2018-01-05|17|0
17140|41 1/3|2018-01-23|8|1
17140|42|2017-10-01|14|0
17140|42|2017-10-16|4|0
17140|42|2017-10-21|1|0
17140|42|2017-10-23|11|0
17140|42|2017-11-04|5|0
17140|42|2017-11-10|5|0
17140|42|2017-11-16|1|0
17140|42|2017-11-18|2|0
17140|42|2017-11-21|2|0
17140|42|2017-11-24|0|0
17140|42|2017-11-25|0|0
17140|42|2017-11-26|0|0
17140|42|2017-11-27|1|0
17140|42|2017-11-29|0|0
17140|42|2017-11-30|0|0
17140|42|2017-12-01|6|0
17140|42|2017-12-08|4|0
17140|42|2017-12-13|0|0
17140|42|2017-12-14|0|0
17140|42|2017-12-15|2|0
17140|42|2017-12-18|0|0
17140|42|2017-12-19|0|0
17140|42|2017-12-20|4|0
17140|42|2017-12-25|17|0
17140|42|2018-01-12|3|0
17140|42|2018-01-16|7|0
17140|42|2018-01-24|1|0
17140|42|2018-01-26|1|0
17140|42|2018-01-28|1|0
17140|42|2018-01-30|1|1
17140|42 2/3|2017-10-01|1|0
17140|42 2/3|2017-10-03|1|0
17140|42 2/3|2017-10-05|2|0
17140|42 2/3|2017-10-08|4|0
17140|42 2/3|2017-10-13|2|0
17140|42 2/3|2017-10-16|8|0
17140|42 2/3|2017-10-25|1|0
17140|42 2/3|2017-10-27|3|0
17140|42 2/3|2017-10-31|7|0
17140|42 2/3|2017-11-08|1|0
17140|42 2/3|2017-11-10|4|0
17140|42 2/3|2017-11-15|6|0
17140|42 2/3|2017-11-22|0|0
17140|42 2/3|2017-11-23|0|0
17140|42 2/3|2017-11-24|0|0
17140|42 2/3|2017-11-25|0|0
17140|42 2/3|2017-11-26|0|0
17140|42 2/3|2017-11-27|1|0
17140|42 2/3|2017-11-29|2|0
17140|42 2/3|2017-12-02|0|0
17140|42 2/3|2017-12-03|0|0
17140|42 2/3|2017-12-04|0|0
17140|42 2/3|2017-12-05|1|0
17140|42 2/3|2017-12-07|0|0
17140|42 2/3|2017-12-08|1|0
17140|42 2/3|2017-12-10|1|0
17140|42 2/3|2017-12-12|0|0
17140|42 2/3|2017-12-13|3|0
17140|42 2/3|2017-12-17|1|0
17140|42 2/3|2017-12-19|0|0
